HH_ID,JTRIP_ID,NUMBER_HH,PERSON_1,PERSON_2,PERSON_3,PERSON_4,PERSON_5,PERSON_6,PERSON_7,PERSON_8,PERSON_9,PERSON_10,PERSON_11,COMPOSITION
19186200,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19186424,1,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
19186424,2,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
19186424,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19186424,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19186424,5,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19186424,6,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19186734,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19186734,2,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19187296,1,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
19187296,2,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
19187296,3,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
19187296,4,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
19187704,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19187704,2,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19187704,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19187704,4,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19188891,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19188891,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19189145,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19194382,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
19195120,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19195859,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19195924,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19195924,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19195924,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19195924,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19196697,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19196697,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19196697,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19197170,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19197170,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19197170,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19197721,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19198100,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198100,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198100,3,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198100,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198100,5,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198100,6,3,1,2,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19198100,7,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19198100,8,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19198175,1,2,1,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19198175,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,3,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,4,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,5,2,1,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19198175,6,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,7,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,8,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,9,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,10,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198175,11,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19198224,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19198224,2,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19198224,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19198224,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19199265,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19199265,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19199265,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19199265,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19201668,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19201668,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19201668,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19203086,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
19203648,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19204227,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19204227,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19204227,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19204227,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19206062,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19206154,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19206553,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19206553,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,3,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,5,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,6,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,7,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,8,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209468,9,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19209661,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19209661,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19209661,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19209661,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19209661,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19209699,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19209699,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19209699,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19211888,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19211888,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19211888,3,3,1,2,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19211888,4,3,1,2,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19214729,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19214729,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19217338,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19217338,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19217338,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19217338,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19218275,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19218275,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19218275,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19218275,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19218783,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19218783,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
19218783,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
19218783,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
19219759,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19219759,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19219759,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19219759,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19220928,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19220928,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19222073,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19222073,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,3,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,7,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223180,8,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19223233,1,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19223233,2,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19223233,3,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19223670,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19223670,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19223670,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19223670,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19224527,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19224527,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19224527,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19224527,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19224527,5,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19224527,6,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,3,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,4,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,5,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,6,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,7,3,2,3,5,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,8,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,9,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,10,3,2,3,5,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,11,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,12,3,1,4,9,nan,nan,nan,nan,nan,nan,nan,nan,3
19225516,13,3,2,3,5,nan,nan,nan,nan,nan,nan,nan,nan,3
19228255,1,2,6,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19228255,2,2,6,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19228255,3,2,6,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19228255,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19228255,5,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19228255,6,2,6,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19228255,7,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19228255,8,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19228365,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19228965,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19228965,2,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19229232,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19230859,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19230859,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19231743,1,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
19231743,2,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
19232471,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19232749,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19232749,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19232804,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19232804,2,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19232932,1,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19233002,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19233002,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19233002,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19233002,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19233096,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19233096,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19233096,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19233544,1,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
19235692,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19236179,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19236179,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19236179,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19236382,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19236382,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19236382,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19236382,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19236382,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19236382,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19236788,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19236788,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19239085,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19239085,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19239689,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19239727,1,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
19239844,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19239844,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19239844,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19242453,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19242453,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19242510,1,4,3,4,5,6,nan,nan,nan,nan,nan,nan,nan,2
19242510,2,2,1,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19242510,3,2,1,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19242510,4,4,3,4,5,6,nan,nan,nan,nan,nan,nan,nan,2
19243788,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19244659,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19245469,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19246008,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19247711,1,3,1,2,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19247711,2,3,1,2,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19247711,3,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19247711,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19248028,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19248028,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19248028,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19249365,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19249365,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19249365,3,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
19249365,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19249365,5,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19250020,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19250020,2,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19250024,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19250994,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19251440,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19252163,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
19252163,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
19253098,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19253098,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19253736,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19253736,2,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
19253911,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19253911,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19253974,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19253974,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19254251,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19254251,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19254251,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19254747,1,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19254747,2,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
19255719,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19255719,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19255719,3,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19255719,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19255719,5,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19255719,6,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
19255932,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19255932,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19255999,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
19255999,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
