"tripmode","tourmode","purpose","value","grp_var"
"1","Auto SOV","work",1627568.69268631,"worktourmode1"
"10","Auto SOV","work",0,"worktourmode1"
"2","Auto SOV","work",67011.8007524707,"worktourmode1"
"3","Auto SOV","work",30709.7484706529,"worktourmode1"
"4","Auto SOV","work",42193.27577228,"worktourmode1"
"5","Auto SOV","work",1956.64842799918,"worktourmode1"
"6","Auto SOV","work",2979.44939041145,"worktourmode1"
"7","Auto SOV","work",353.62596180884,"worktourmode1"
"8","Auto SOV","work",369.422840674755,"worktourmode1"
"9","Auto SOV","work",1185.16618784549,"worktourmode1"
"1","Auto 2 Person","work",270129.182960012,"worktourmode2"
"10","Auto 2 Person","work",0,"worktourmode2"
"2","Auto 2 Person","work",271900.328796741,"worktourmode2"
"3","Auto 2 Person","work",12735.1586027561,"worktourmode2"
"4","Auto 2 Person","work",15835.7119985436,"worktourmode2"
"5","Auto 2 Person","work",1436.20618466273,"worktourmode2"
"6","Auto 2 Person","work",468.753720139026,"worktourmode2"
"7","Auto 2 Person","work",0,"worktourmode2"
"8","Auto 2 Person","work",17.1778181189488,"worktourmode2"
"9","Auto 2 Person","work",84.3921113736341,"worktourmode2"
"1","Auto 3+ Person","work",124657.62559109,"worktourmode3"
"10","Auto 3+ Person","work",0,"worktourmode3"
"2","Auto 3+ Person","work",42687.469250174,"worktourmode3"
"3","Auto 3+ Person","work",114699.73017196,"worktourmode3"
"4","Auto 3+ Person","work",5231.97016368868,"worktourmode3"
"5","Auto 3+ Person","work",357.105579563083,"worktourmode3"
"6","Auto 3+ Person","work",613.619332734686,"worktourmode3"
"7","Auto 3+ Person","work",0,"worktourmode3"
"8","Auto 3+ Person","work",0,"worktourmode3"
"9","Auto 3+ Person","work",34.9610854630522,"worktourmode3"
"1","Walk","work",2070.65666718597,"worktourmode4"
"10","Walk","work",0,"worktourmode4"
"2","Walk","work",1116.73495074221,"worktourmode4"
"3","Walk","work",983.655223961718,"worktourmode4"
"4","Walk","work",25264.2668673933,"worktourmode4"
"5","Walk","work",56.5953291096866,"worktourmode4"
"6","Walk","work",1410.4290312458,"worktourmode4"
"7","Walk","work",17.4805427315261,"worktourmode4"
"8","Walk","work",8.58890905947441,"worktourmode4"
"9","Walk","work",54.4637424715186,"worktourmode4"
"1","Bike/Moped","work",2386.73877933353,"worktourmode5"
"10","Bike/Moped","work",0,"worktourmode5"
"2","Bike/Moped","work",2736.96978284225,"worktourmode5"
"3","Bike/Moped","work",146.991500852557,"worktourmode5"
"4","Bike/Moped","work",1053.81609014669,"worktourmode5"
"5","Bike/Moped","work",13331.6254934838,"worktourmode5"
"6","Bike/Moped","work",250.11084650825,"worktourmode5"
"7","Bike/Moped","work",0,"worktourmode5"
"8","Bike/Moped","work",0,"worktourmode5"
"9","Bike/Moped","work",0,"worktourmode5"
"1","Walk-Transit","work",15746.585571944,"worktourmode6"
"10","Walk-Transit","work",0,"worktourmode6"
"2","Walk-Transit","work",12656.4477221051,"worktourmode6"
"3","Walk-Transit","work",4644.46744721699,"worktourmode6"
"4","Walk-Transit","work",14035.2248805078,"worktourmode6"
"5","Walk-Transit","work",1375.68226893649,"worktourmode6"
"6","Walk-Transit","work",74532.8415667049,"worktourmode6"
"7","Walk-Transit","work",1669.87028298025,"worktourmode6"
"8","Walk-Transit","work",110.731197444753,"worktourmode6"
"9","Walk-Transit","work",294.344970046769,"worktourmode6"
"1","PNR-Transit","work",6949.62421383441,"worktourmode7"
"10","PNR-Transit","work",0,"worktourmode7"
"2","PNR-Transit","work",2073.40475851103,"worktourmode7"
"3","PNR-Transit","work",1177.39263660369,"worktourmode7"
"4","PNR-Transit","work",4366.78414851298,"worktourmode7"
"5","PNR-Transit","work",12.1751819153251,"worktourmode7"
"6","PNR-Transit","work",5743.61328338371,"worktourmode7"
"7","PNR-Transit","work",21618.465617256,"worktourmode7"
"8","PNR-Transit","work",280.049315954276,"worktourmode7"
"9","PNR-Transit","work",0,"worktourmode7"
"1","KNR-Transit","work",136.391852763262,"worktourmode8"
"10","KNR-Transit","work",0,"worktourmode8"
"2","KNR-Transit","work",458.560401626241,"worktourmode8"
"3","KNR-Transit","work",61.9863367578985,"worktourmode8"
"4","KNR-Transit","work",166.369843458063,"worktourmode8"
"5","KNR-Transit","work",0,"worktourmode8"
"6","KNR-Transit","work",498.095596716202,"worktourmode8"
"7","KNR-Transit","work",0,"worktourmode8"
"8","KNR-Transit","work",689.706973759363,"worktourmode8"
"9","KNR-Transit","work",49.9628306910699,"worktourmode8"
"1","Taxi","work",36.8342544087352,"worktourmode9"
"10","Taxi","work",0,"worktourmode9"
"2","Taxi","work",0,"worktourmode9"
"3","Taxi","work",0,"worktourmode9"
"4","Taxi","work",126.546120811842,"worktourmode9"
"5","Taxi","work",0,"worktourmode9"
"6","Taxi","work",0,"worktourmode9"
"7","Taxi","work",0,"worktourmode9"
"8","Taxi","work",0,"worktourmode9"
"9","Taxi","work",3350.24754391785,"worktourmode9"
"1","School Bus","work",0,"worktourmode10"
"10","School Bus","work",0,"worktourmode10"
"2","School Bus","work",0,"worktourmode10"
"3","School Bus","work",0,"worktourmode10"
"4","School Bus","work",0,"worktourmode10"
"5","School Bus","work",0,"worktourmode10"
"6","School Bus","work",0,"worktourmode10"
"7","School Bus","work",0,"worktourmode10"
"8","School Bus","work",0,"worktourmode10"
"9","School Bus","work",0,"worktourmode10"
"1","Total","work",2049682.33257688,"workTotal"
"10","Total","work",0,"workTotal"
"2","Total","work",400641.716415213,"workTotal"
"3","Total","work",165159.130390762,"workTotal"
"4","Total","work",108273.965885343,"workTotal"
"5","Total","work",18526.0384656703,"workTotal"
"6","Total","work",86496.9127678441,"workTotal"
"7","Total","work",23659.4424047767,"workTotal"
"8","Total","work",1475.67705501157,"workTotal"
"9","Total","work",5053.53847180939,"workTotal"
"1","Auto SOV","univ",33969.4967481877,"univtourmode1"
"10","Auto SOV","univ",0,"univtourmode1"
"2","Auto SOV","univ",1766.96273897151,"univtourmode1"
"3","Auto SOV","univ",419.210626726486,"univtourmode1"
"4","Auto SOV","univ",11819.9137421093,"univtourmode1"
"5","Auto SOV","univ",0,"univtourmode1"
"6","Auto SOV","univ",0,"univtourmode1"
"7","Auto SOV","univ",0,"univtourmode1"
"8","Auto SOV","univ",0,"univtourmode1"
"9","Auto SOV","univ",0,"univtourmode1"
"1","Auto 2 Person","univ",168.91331537259,"univtourmode2"
"10","Auto 2 Person","univ",0,"univtourmode2"
"2","Auto 2 Person","univ",7934.06719102032,"univtourmode2"
"3","Auto 2 Person","univ",981.141902351024,"univtourmode2"
"4","Auto 2 Person","univ",2100.00842080769,"univtourmode2"
"5","Auto 2 Person","univ",0,"univtourmode2"
"6","Auto 2 Person","univ",0,"univtourmode2"
"7","Auto 2 Person","univ",0,"univtourmode2"
"8","Auto 2 Person","univ",0,"univtourmode2"
"9","Auto 2 Person","univ",0,"univtourmode2"
"1","Auto 3+ Person","univ",4629.59265574046,"univtourmode3"
"10","Auto 3+ Person","univ",0,"univtourmode3"
"2","Auto 3+ Person","univ",739.199653322014,"univtourmode3"
"3","Auto 3+ Person","univ",1854.0626827223,"univtourmode3"
"4","Auto 3+ Person","univ",0,"univtourmode3"
"5","Auto 3+ Person","univ",0,"univtourmode3"
"6","Auto 3+ Person","univ",0,"univtourmode3"
"7","Auto 3+ Person","univ",0,"univtourmode3"
"8","Auto 3+ Person","univ",0,"univtourmode3"
"9","Auto 3+ Person","univ",0,"univtourmode3"
"1","Walk","univ",82.2685157457234,"univtourmode4"
"10","Walk","univ",0,"univtourmode4"
"2","Walk","univ",36.4103062913907,"univtourmode4"
"3","Walk","univ",0,"univtourmode4"
"4","Walk","univ",3875.27472067515,"univtourmode4"
"5","Walk","univ",0,"univtourmode4"
"6","Walk","univ",15.2860698181109,"univtourmode4"
"7","Walk","univ",0,"univtourmode4"
"8","Walk","univ",0,"univtourmode4"
"9","Walk","univ",0,"univtourmode4"
"1","Bike/Moped","univ",97.0941501103752,"univtourmode5"
"10","Bike/Moped","univ",0,"univtourmode5"
"2","Bike/Moped","univ",16.1823583517292,"univtourmode5"
"3","Bike/Moped","univ",0,"univtourmode5"
"4","Bike/Moped","univ",953.685568010912,"univtourmode5"
"5","Bike/Moped","univ",2421.74887263575,"univtourmode5"
"6","Bike/Moped","univ",68.7112724757953,"univtourmode5"
"7","Bike/Moped","univ",0,"univtourmode5"
"8","Bike/Moped","univ",0,"univtourmode5"
"9","Bike/Moped","univ",0,"univtourmode5"
"1","Walk-Transit","univ",32.3647167034584,"univtourmode6"
"10","Walk-Transit","univ",0,"univtourmode6"
"2","Walk-Transit","univ",1406.98788412494,"univtourmode6"
"3","Walk-Transit","univ",16.1823583517292,"univtourmode6"
"4","Walk-Transit","univ",2470.98463777436,"univtourmode6"
"5","Walk-Transit","univ",452.825243855766,"univtourmode6"
"6","Walk-Transit","univ",10088.000320064,"univtourmode6"
"7","Walk-Transit","univ",0,"univtourmode6"
"8","Walk-Transit","univ",888.966128185848,"univtourmode6"
"9","Walk-Transit","univ",11.4518787459659,"univtourmode6"
"1","PNR-Transit","univ",160.310110483842,"univtourmode7"
"10","PNR-Transit","univ",0,"univtourmode7"
"2","PNR-Transit","univ",40.0734796310403,"univtourmode7"
"3","PNR-Transit","univ",85.8486106955425,"univtourmode7"
"4","PNR-Transit","univ",22.9037574919318,"univtourmode7"
"5","PNR-Transit","univ",0,"univtourmode7"
"6","PNR-Transit","univ",11.4518787459659,"univtourmode7"
"7","PNR-Transit","univ",28.6216008850744,"univtourmode7"
"8","PNR-Transit","univ",0,"univtourmode7"
"9","PNR-Transit","univ",0,"univtourmode7"
"1","KNR-Transit","univ",0,"univtourmode8"
"10","KNR-Transit","univ",0,"univtourmode8"
"2","KNR-Transit","univ",0,"univtourmode8"
"3","KNR-Transit","univ",0,"univtourmode8"
"4","KNR-Transit","univ",0,"univtourmode8"
"5","KNR-Transit","univ",0,"univtourmode8"
"6","KNR-Transit","univ",380.691391522696,"univtourmode8"
"7","KNR-Transit","univ",0,"univtourmode8"
"8","KNR-Transit","univ",157.55448600063,"univtourmode8"
"9","KNR-Transit","univ",0,"univtourmode8"
"1","Taxi","univ",0,"univtourmode9"
"10","Taxi","univ",0,"univtourmode9"
"2","Taxi","univ",0,"univtourmode9"
"3","Taxi","univ",0,"univtourmode9"
"4","Taxi","univ",8.58890905947441,"univtourmode9"
"5","Taxi","univ",0,"univtourmode9"
"6","Taxi","univ",0,"univtourmode9"
"7","Taxi","univ",0,"univtourmode9"
"8","Taxi","univ",0,"univtourmode9"
"9","Taxi","univ",8.58890905947441,"univtourmode9"
"1","School Bus","univ",0,"univtourmode10"
"10","School Bus","univ",583.180258297138,"univtourmode10"
"2","School Bus","univ",0,"univtourmode10"
"3","School Bus","univ",0,"univtourmode10"
"4","School Bus","univ",0,"univtourmode10"
"5","School Bus","univ",0,"univtourmode10"
"6","School Bus","univ",0,"univtourmode10"
"7","School Bus","univ",0,"univtourmode10"
"8","School Bus","univ",0,"univtourmode10"
"9","School Bus","univ",0,"univtourmode10"
"1","Total","univ",39140.0402123442,"univTotal"
"10","Total","univ",583.180258297138,"univTotal"
"2","Total","univ",11939.8836117129,"univTotal"
"3","Total","univ",3356.44618084708,"univTotal"
"4","Total","univ",21251.3597559288,"univTotal"
"5","Total","univ",2874.57411649152,"univTotal"
"6","Total","univ",10564.1409326266,"univTotal"
"7","Total","univ",28.6216008850744,"univTotal"
"8","Total","univ",1046.52061418648,"univTotal"
"9","Total","univ",20.0407878054403,"univTotal"
"1","Auto SOV","schl",22152.9437895336,"schltourmode1"
"10","Auto SOV","schl",950.220044835635,"schltourmode1"
"2","Auto SOV","schl",2657.62264289576,"schltourmode1"
"3","Auto SOV","schl",1538.66268066357,"schltourmode1"
"4","Auto SOV","schl",80.9860968052416,"schltourmode1"
"5","Auto SOV","schl",832.897368658761,"schltourmode1"
"6","Auto SOV","schl",185.79102248345,"schltourmode1"
"7","Auto SOV","schl",0,"schltourmode1"
"8","Auto SOV","schl",0,"schltourmode1"
"9","Auto SOV","schl",0,"schltourmode1"
"1","Auto 2 Person","schl",7584.65032520756,"schltourmode2"
"10","Auto 2 Person","schl",925.992561321841,"schltourmode2"
"2","Auto 2 Person","schl",88614.6905702201,"schltourmode2"
"3","Auto 2 Person","schl",18012.6782703167,"schltourmode2"
"4","Auto 2 Person","schl",4006.19509627725,"schltourmode2"
"5","Auto 2 Person","schl",345.678440085317,"schltourmode2"
"6","Auto 2 Person","schl",712.717308223796,"schltourmode2"
"7","Auto 2 Person","schl",0,"schltourmode2"
"8","Auto 2 Person","schl",0,"schltourmode2"
"9","Auto 2 Person","schl",0,"schltourmode2"
"1","Auto 3+ Person","schl",2913.93500965199,"schltourmode3"
"10","Auto 3+ Person","schl",3320.35593295384,"schltourmode3"
"2","Auto 3+ Person","schl",51331.3590823327,"schltourmode3"
"3","Auto 3+ Person","schl",248312.949759029,"schltourmode3"
"4","Auto 3+ Person","schl",2602.56056179705,"schltourmode3"
"5","Auto 3+ Person","schl",49.9209506647026,"schltourmode3"
"6","Auto 3+ Person","schl",0,"schltourmode3"
"7","Auto 3+ Person","schl",0,"schltourmode3"
"8","Auto 3+ Person","schl",0,"schltourmode3"
"9","Auto 3+ Person","schl",12.3972673515797,"schltourmode3"
"1","Walk","schl",0,"schltourmode4"
"10","Walk","schl",0,"schltourmode4"
"2","Walk","schl",1076.7143812409,"schltourmode4"
"3","Walk","schl",1145.51013379581,"schltourmode4"
"4","Walk","schl",11186.0585450098,"schltourmode4"
"5","Walk","schl",885.83104986653,"schltourmode4"
"6","Walk","schl",0,"schltourmode4"
"7","Walk","schl",0,"schltourmode4"
"8","Walk","schl",0,"schltourmode4"
"9","Walk","schl",24.3386730720836,"schltourmode4"
"1","Bike/Moped","schl",0,"schltourmode5"
"10","Bike/Moped","schl",0,"schltourmode5"
"2","Bike/Moped","schl",1794.48955035525,"schltourmode5"
"3","Bike/Moped","schl",60.0764669448074,"schltourmode5"
"4","Bike/Moped","schl",451.578887609897,"schltourmode5"
"5","Bike/Moped","schl",5943.15615916991,"schltourmode5"
"6","Bike/Moped","schl",0,"schltourmode5"
"7","Bike/Moped","schl",0,"schltourmode5"
"8","Bike/Moped","schl",0,"schltourmode5"
"9","Bike/Moped","schl",0,"schltourmode5"
"1","Walk-Transit","schl",0,"schltourmode6"
"10","Walk-Transit","schl",0,"schltourmode6"
"2","Walk-Transit","schl",685.261056977236,"schltourmode6"
"3","Walk-Transit","schl",250.187909769978,"schltourmode6"
"4","Walk-Transit","schl",0,"schltourmode6"
"5","Walk-Transit","schl",0,"schltourmode6"
"6","Walk-Transit","schl",20919.2048992294,"schltourmode6"
"7","Walk-Transit","schl",0,"schltourmode6"
"8","Walk-Transit","schl",0,"schltourmode6"
"9","Walk-Transit","schl",0,"schltourmode6"
"1","PNR-Transit","schl",0,"schltourmode7"
"10","PNR-Transit","schl",0,"schltourmode7"
"2","PNR-Transit","schl",0,"schltourmode7"
"3","PNR-Transit","schl",0,"schltourmode7"
"4","PNR-Transit","schl",0,"schltourmode7"
"5","PNR-Transit","schl",0,"schltourmode7"
"6","PNR-Transit","schl",0,"schltourmode7"
"7","PNR-Transit","schl",0,"schltourmode7"
"8","PNR-Transit","schl",0,"schltourmode7"
"9","PNR-Transit","schl",0,"schltourmode7"
"1","KNR-Transit","schl",0,"schltourmode8"
"10","KNR-Transit","schl",0,"schltourmode8"
"2","KNR-Transit","schl",0,"schltourmode8"
"3","KNR-Transit","schl",0,"schltourmode8"
"4","KNR-Transit","schl",0,"schltourmode8"
"5","KNR-Transit","schl",0,"schltourmode8"
"6","KNR-Transit","schl",0,"schltourmode8"
"7","KNR-Transit","schl",0,"schltourmode8"
"8","KNR-Transit","schl",0,"schltourmode8"
"9","KNR-Transit","schl",0,"schltourmode8"
"1","Taxi","schl",0,"schltourmode9"
"10","Taxi","schl",0,"schltourmode9"
"2","Taxi","schl",0,"schltourmode9"
"3","Taxi","schl",0,"schltourmode9"
"4","Taxi","schl",0,"schltourmode9"
"5","Taxi","schl",0,"schltourmode9"
"6","Taxi","schl",0,"schltourmode9"
"7","Taxi","schl",0,"schltourmode9"
"8","Taxi","schl",0,"schltourmode9"
"9","Taxi","schl",1719.04110715966,"schltourmode9"
