"tripmode","tourmode","purpose","value","grp_var"
"1","Auto SOV","univ",30341.9197241901,"univtourmode1"
"10","Auto SOV","univ",0,"univtourmode1"
"2","Auto SOV","univ",0,"univtourmode1"
"3","Auto SOV","univ",0,"univtourmode1"
"4","Auto SOV","univ",7025.78684199276,"univtourmode1"
"5","Auto SOV","univ",0,"univtourmode1"
"6","Auto SOV","univ",0,"univtourmode1"
"7","Auto SOV","univ",0,"univtourmode1"
"8","Auto SOV","univ",0,"univtourmode1"
"9","Auto SOV","univ",0,"univtourmode1"
"1","Auto 2 Person","univ",1618.00553441888,"univtourmode2"
"10","Auto 2 Person","univ",0,"univtourmode2"
"2","Auto 2 Person","univ",9532.86790347945,"univtourmode2"
"3","Auto 2 Person","univ",0,"univtourmode2"
"4","Auto 2 Person","univ",2649.17943084209,"univtourmode2"
"5","Auto 2 Person","univ",0,"univtourmode2"
"6","Auto 2 Person","univ",0,"univtourmode2"
"7","Auto 2 Person","univ",0,"univtourmode2"
"8","Auto 2 Person","univ",0,"univtourmode2"
"9","Auto 2 Person","univ",0,"univtourmode2"
"1","Auto 3+ Person","univ",5817.6547184651,"univtourmode3"
"10","Auto 3+ Person","univ",0,"univtourmode3"
"2","Auto 3+ Person","univ",755.382011673743,"univtourmode3"
"3","Auto 3+ Person","univ",2729.64733973633,"univtourmode3"
"4","Auto 3+ Person","univ",16.1823583517292,"univtourmode3"
"5","Auto 3+ Person","univ",0,"univtourmode3"
"6","Auto 3+ Person","univ",0,"univtourmode3"
"7","Auto 3+ Person","univ",0,"univtourmode3"
"8","Auto 3+ Person","univ",0,"univtourmode3"
"9","Auto 3+ Person","univ",0,"univtourmode3"
"1","Walk","univ",0,"univtourmode4"
"10","Walk","univ",0,"univtourmode4"
"2","Walk","univ",0,"univtourmode4"
"3","Walk","univ",0,"univtourmode4"
"4","Walk","univ",4141.49191373677,"univtourmode4"
"5","Walk","univ",0,"univtourmode4"
"6","Walk","univ",0,"univtourmode4"
"7","Walk","univ",0,"univtourmode4"
"8","Walk","univ",0,"univtourmode4"
"9","Walk","univ",0,"univtourmode4"
"1","Bike/Moped","univ",0,"univtourmode5"
"10","Bike/Moped","univ",0,"univtourmode5"
"2","Bike/Moped","univ",0,"univtourmode5"
"3","Bike/Moped","univ",0,"univtourmode5"
"4","Bike/Moped","univ",1397.9219028072,"univtourmode5"
"5","Bike/Moped","univ",3255.57562551525,"univtourmode5"
"6","Bike/Moped","univ",0,"univtourmode5"
"7","Bike/Moped","univ",0,"univtourmode5"
"8","Bike/Moped","univ",0,"univtourmode5"
"9","Bike/Moped","univ",0,"univtourmode5"
"1","Walk-Transit","univ",1652.16644046829,"univtourmode6"
"10","Walk-Transit","univ",0,"univtourmode6"
"2","Walk-Transit","univ",563.659040595805,"univtourmode6"
"3","Walk-Transit","univ",12.1367687637969,"univtourmode6"
"4","Walk-Transit","univ",2657.14727460089,"univtourmode6"
"5","Walk-Transit","univ",0,"univtourmode6"
"6","Walk-Transit","univ",9593.350164074,"univtourmode6"
"7","Walk-Transit","univ",0,"univtourmode6"
"8","Walk-Transit","univ",21.6012958844504,"univtourmode6"
"9","Walk-Transit","univ",0,"univtourmode6"
"1","Drive-Transit","univ",77.2839895755891,"univtourmode7"
"10","Drive-Transit","univ",0,"univtourmode7"
"2","Drive-Transit","univ",784.86817864764,"univtourmode7"
"3","Drive-Transit","univ",0,"univtourmode7"
"4","Drive-Transit","univ",1038.3331617831,"univtourmode7"
"5","Drive-Transit","univ",0,"univtourmode7"
"6","Drive-Transit","univ",766.867829101595,"univtourmode7"
"7","Drive-Transit","univ",1458.45568296396,"univtourmode7"
"8","Drive-Transit","univ",0,"univtourmode7"
"9","Drive-Transit","univ",0,"univtourmode7"
"1","Drive-Transit","univ",0,"univtourmode8"
"10","Drive-Transit","univ",0,"univtourmode8"
"2","Drive-Transit","univ",0,"univtourmode8"
"3","Drive-Transit","univ",0,"univtourmode8"
"4","Drive-Transit","univ",17.1778181189488,"univtourmode8"
"5","Drive-Transit","univ",0,"univtourmode8"
"6","Drive-Transit","univ",0,"univtourmode8"
"7","Drive-Transit","univ",0,"univtourmode8"
"8","Drive-Transit","univ",17.1778181189488,"univtourmode8"
"9","Drive-Transit","univ",0,"univtourmode8"
"1","Taxi","univ",0,"univtourmode9"
"10","Taxi","univ",0,"univtourmode9"
"2","Taxi","univ",0,"univtourmode9"
"3","Taxi","univ",0,"univtourmode9"
"4","Taxi","univ",0,"univtourmode9"
"5","Taxi","univ",0,"univtourmode9"
"6","Taxi","univ",0,"univtourmode9"
"7","Taxi","univ",0,"univtourmode9"
"8","Taxi","univ",0,"univtourmode9"
"9","Taxi","univ",583.180258297138,"univtourmode9"
"1","School Bus","univ",0,"univtourmode10"
"10","School Bus","univ",0,"univtourmode10"
"2","School Bus","univ",0,"univtourmode10"
"3","School Bus","univ",0,"univtourmode10"
"4","School Bus","univ",0,"univtourmode10"
"5","School Bus","univ",0,"univtourmode10"
"6","School Bus","univ",0,"univtourmode10"
"7","School Bus","univ",0,"univtourmode10"
"8","School Bus","univ",0,"univtourmode10"
"9","School Bus","univ",0,"univtourmode10"
"1","Total","univ",39507.030407118,"univTotal"
"10","Total","univ",0,"univTotal"
"2","Total","univ",11636.7771343966,"univTotal"
"3","Total","univ",2741.78410850012,"univTotal"
"4","Total","univ",18943.2207022335,"univTotal"
"5","Total","univ",3255.57562551525,"univTotal"
"6","Total","univ",10360.2179931756,"univTotal"
"7","Total","univ",1458.45568296396,"univTotal"
"8","Total","univ",38.7791140033992,"univTotal"
"9","Total","univ",583.180258297138,"univTotal"
"1","Auto SOV","schl",26458.6338730538,"schltourmode1"
"10","Auto SOV","schl",0,"schltourmode1"
"2","Auto SOV","schl",0,"schltourmode1"
"3","Auto SOV","schl",0,"schltourmode1"
"4","Auto SOV","schl",0,"schltourmode1"
"5","Auto SOV","schl",832.897368658761,"schltourmode1"
"6","Auto SOV","schl",0,"schltourmode1"
"7","Auto SOV","schl",0,"schltourmode1"
"8","Auto SOV","schl",0,"schltourmode1"
"9","Auto SOV","schl",0,"schltourmode1"
"1","Auto 2 Person","schl",5698.29569369441,"schltourmode2"
"10","Auto 2 Person","schl",0,"schltourmode2"
"2","Auto 2 Person","schl",83177.114673617,"schltourmode2"
"3","Auto 2 Person","schl",0,"schltourmode2"
"4","Auto 2 Person","schl",3935.63655609448,"schltourmode2"
"5","Auto 2 Person","schl",26.220814097289,"schltourmode2"
"6","Auto 2 Person","schl",0,"schltourmode2"
"7","Auto 2 Person","schl",0,"schltourmode2"
"8","Auto 2 Person","schl",0,"schltourmode2"
"9","Auto 2 Person","schl",0,"schltourmode2"
"1","Auto 3+ Person","schl",2000.80090971761,"schltourmode3"
"10","Auto 3+ Person","schl",0,"schltourmode3"
"2","Auto 3+ Person","schl",45137.1242592566,"schltourmode3"
"3","Auto 3+ Person","schl",244905.814182664,"schltourmode3"
"4","Auto 3+ Person","schl",2391.65831788485,"schltourmode3"
"5","Auto 3+ Person","schl",344.692241167971,"schltourmode3"
"6","Auto 3+ Person","schl",0,"schltourmode3"
"7","Auto 3+ Person","schl",0,"schltourmode3"
"8","Auto 3+ Person","schl",12.3972673515797,"schltourmode3"
"9","Auto 3+ Person","schl",0,"schltourmode3"
"1","Walk","schl",0,"schltourmode4"
"10","Walk","schl",0,"schltourmode4"
"2","Walk","schl",0,"schltourmode4"
"3","Walk","schl",0,"schltourmode4"
"4","Walk","schl",13144.8434174079,"schltourmode4"
"5","Walk","schl",0,"schltourmode4"
"6","Walk","schl",0,"schltourmode4"
"7","Walk","schl",0,"schltourmode4"
"8","Walk","schl",0,"schltourmode4"
"9","Walk","schl",0,"schltourmode4"
"1","Bike/Moped","schl",0,"schltourmode5"
"10","Bike/Moped","schl",0,"schltourmode5"
"2","Bike/Moped","schl",0,"schltourmode5"
"3","Bike/Moped","schl",0,"schltourmode5"
"4","Bike/Moped","schl",12.4321695843496,"schltourmode5"
"5","Bike/Moped","schl",4372.11578461505,"schltourmode5"
"6","Bike/Moped","schl",0,"schltourmode5"
"7","Bike/Moped","schl",0,"schltourmode5"
"8","Bike/Moped","schl",0,"schltourmode5"
"9","Bike/Moped","schl",0,"schltourmode5"
"1","Walk-Transit","schl",0,"schltourmode6"
"10","Walk-Transit","schl",0,"schltourmode6"
"2","Walk-Transit","schl",179.590741716358,"schltourmode6"
"3","Walk-Transit","schl",1051.08633442825,"schltourmode6"
"4","Walk-Transit","schl",214.221425251434,"schltourmode6"
"5","Walk-Transit","schl",0,"schltourmode6"
"6","Walk-Transit","schl",24058.1066083874,"schltourmode6"
"7","Walk-Transit","schl",0,"schltourmode6"
"8","Walk-Transit","schl",0,"schltourmode6"
"9","Walk-Transit","schl",0,"schltourmode6"
"1","Drive-Transit","schl",0,"schltourmode7"
"10","Drive-Transit","schl",0,"schltourmode7"
"2","Drive-Transit","schl",0,"schltourmode7"
"3","Drive-Transit","schl",0,"schltourmode7"
"4","Drive-Transit","schl",0,"schltourmode7"
"5","Drive-Transit","schl",0,"schltourmode7"
"6","Drive-Transit","schl",0,"schltourmode7"
"7","Drive-Transit","schl",0,"schltourmode7"
"8","Drive-Transit","schl",0,"schltourmode7"
"9","Drive-Transit","schl",0,"schltourmode7"
"1","Drive-Transit","schl",0,"schltourmode8"
"10","Drive-Transit","schl",0,"schltourmode8"
"2","Drive-Transit","schl",0,"schltourmode8"
"3","Drive-Transit","schl",0,"schltourmode8"
"4","Drive-Transit","schl",0,"schltourmode8"
"5","Drive-Transit","schl",0,"schltourmode8"
"6","Drive-Transit","schl",0,"schltourmode8"
"7","Drive-Transit","schl",0,"schltourmode8"
"8","Drive-Transit","schl",1719.04110715966,"schltourmode8"
"9","Drive-Transit","schl",0,"schltourmode8"
"1","Taxi","schl",249.161323840208,"schltourmode9"
"10","Taxi","schl",0,"schltourmode9"
"2","Taxi","schl",12505.1541478201,"schltourmode9"
"3","Taxi","schl",19969.1584460272,"schltourmode9"
"4","Taxi","schl",4436.27387880098,"schltourmode9"
"5","Taxi","schl",112.567763723441,"schltourmode9"
"6","Taxi","schl",2631.67819006756,"schltourmode9"
"7","Taxi","schl",0,"schltourmode9"
"8","Taxi","schl",26.1227205071058,"schltourmode9"
"9","Taxi","schl",229214.586124767,"schltourmode9"
"1","School Bus","schl",0,"schltourmode10"
"10","School Bus","schl",0,"schltourmode10"
"2","School Bus","schl",0,"schltourmode10"
"3","School Bus","schl",0,"schltourmode10"
"4","School Bus","schl",0,"schltourmode10"
"5","School Bus","schl",0,"schltourmode10"
"6","School Bus","schl",0,"schltourmode10"
"7","School Bus","schl",0,"schltourmode10"
"8","School Bus","schl",0,"schltourmode10"
"9","School Bus","schl",0,"schltourmode10"
"1","Total","schl",34406.8918003061,"schlTotal"
"10","Total","schl",0,"schlTotal"
"2","Total","schl",140998.98382241,"schlTotal"
"3","Total","schl",265926.05896312,"schlTotal"
"4","Total","schl",24135.065765024,"schlTotal"
"5","Total","schl",5688.49397226251,"schlTotal"
"6","Total","schl",26689.7847984549,"schlTotal"
"7","Total","schl",0,"schlTotal"
"8","Total","schl",1757.56109501835,"schlTotal"
"9","Total","schl",229214.586124767,"schlTotal"
"1","Auto SOV","imain",1160715.78150536,"imaintourmode1"
"10","Auto SOV","imain",0,"imaintourmode1"
"2","Auto SOV","imain",0,"imaintourmode1"
"3","Auto SOV","imain",0,"imaintourmode1"
"4","Auto SOV","imain",20737.0205593177,"imaintourmode1"
"5","Auto SOV","imain",604.674788443971,"imaintourmode1"
"6","Auto SOV","imain",0,"imaintourmode1"
"7","Auto SOV","imain",0,"imaintourmode1"
"8","Auto SOV","imain",238.201067402435,"imaintourmode1"
"9","Auto SOV","imain",0,"imaintourmode1"
"1","Auto 2 Person","imain",243181.732233677,"imaintourmode2"
"10","Auto 2 Person","imain",0,"imaintourmode2"
"2","Auto 2 Person","imain",586784.288176477,"imaintourmode2"
"3","Auto 2 Person","imain",0,"imaintourmode2"
"4","Auto 2 Person","imain",19261.2268566074,"imaintourmode2"
"5","Auto 2 Person","imain",1485.72645446169,"imaintourmode2"
"6","Auto 2 Person","imain",0,"imaintourmode2"
"7","Auto 2 Person","imain",0,"imaintourmode2"
"8","Auto 2 Person","imain",61.7384467120912,"imaintourmode2"
"9","Auto 2 Person","imain",0,"imaintourmode2"
"1","Auto 3+ Person","imain",102057.49188698,"imaintourmode3"
"10","Auto 3+ Person","imain",0,"imaintourmode3"
"2","Auto 3+ Person","imain",180210.237510403,"imaintourmode3"
"3","Auto 3+ Person","imain",547569.551516606,"imaintourmode3"
"4","Auto 3+ Person","imain",14083.1660163892,"imaintourmode3"
"5","Auto 3+ Person","imain",1032.60582503457,"imaintourmode3"
"6","Auto 3+ Person","imain",0,"imaintourmode3"
"7","Auto 3+ Person","imain",0,"imaintourmode3"
"8","Auto 3+ Person","imain",276.396686031675,"imaintourmode3"
"9","Auto 3+ Person","imain",0,"imaintourmode3"
"1","Walk","imain",0,"imaintourmode4"
"10","Walk","imain",0,"imaintourmode4"
"2","Walk","imain",0,"imaintourmode4"
"3","Walk","imain",0,"imaintourmode4"
"4","Walk","imain",107207.099055073,"imaintourmode4"
"5","Walk","imain",0,"imaintourmode4"
"6","Walk","imain",0,"imaintourmode4"
"7","Walk","imain",0,"imaintourmode4"
"8","Walk","imain",0,"imaintourmode4"
"9","Walk","imain",0,"imaintourmode4"
"1","Bike/Moped","imain",0,"imaintourmode5"
"10","Bike/Moped","imain",0,"imaintourmode5"
"2","Bike/Moped","imain",0,"imaintourmode5"
"3","Bike/Moped","imain",0,"imaintourmode5"
"4","Bike/Moped","imain",644.180932170847,"imaintourmode5"
"5","Bike/Moped","imain",19897.7910084775,"imaintourmode5"
"6","Bike/Moped","imain",0,"imaintourmode5"
"7","Bike/Moped","imain",0,"imaintourmode5"
"8","Bike/Moped","imain",0,"imaintourmode5"
"9","Bike/Moped","imain",0,"imaintourmode5"
"1","Walk-Transit","imain",13232.4522999623,"imaintourmode6"
"10","Walk-Transit","imain",0,"imaintourmode6"
"2","Walk-Transit","imain",5206.49685743037,"imaintourmode6"
"3","Walk-Transit","imain",2903.27729522455,"imaintourmode6"
"4","Walk-Transit","imain",22607.7504685417,"imaintourmode6"
"5","Walk-Transit","imain",789.287842835778,"imaintourmode6"
"6","Walk-Transit","imain",71103.9865124418,"imaintourmode6"
"7","Walk-Transit","imain",0,"imaintourmode6"
"8","Walk-Transit","imain",1514.62905142653,"imaintourmode6"
"9","Walk-Transit","imain",0,"imaintourmode6"
"1","Drive-Transit","imain",1823.84961852215,"imaintourmode7"
"10","Drive-Transit","imain",0,"imaintourmode7"
"2","Drive-Transit","imain",1470.10829194118,"imaintourmode7"
"3","Drive-Transit","imain",165.381314557456,"imaintourmode7"
"4","Drive-Transit","imain",570.991782037307,"imaintourmode7"
"5","Drive-Transit","imain",390.204395194797,"imaintourmode7"
"6","Drive-Transit","imain",3946.04962943685,"imaintourmode7"
"7","Drive-Transit","imain",5955.79418959446,"imaintourmode7"
"8","Drive-Transit","imain",706.487799889712,"imaintourmode7"
"9","Drive-Transit","imain",0,"imaintourmode7"
"1","Drive-Transit","imain",0,"imaintourmode8"
"10","Drive-Transit","imain",0,"imaintourmode8"
"2","Drive-Transit","imain",0,"imaintourmode8"
"3","Drive-Transit","imain",0,"imaintourmode8"
"4","Drive-Transit","imain",347.527816749893,"imaintourmode8"
"5","Drive-Transit","imain",19.2614736203278,"imaintourmode8"
"6","Drive-Transit","imain",0,"imaintourmode8"
"7","Drive-Transit","imain",0,"imaintourmode8"
"8","Drive-Transit","imain",6689.01372597845,"imaintourmode8"
"9","Drive-Transit","imain",0,"imaintourmode8"
"1","Taxi","imain",12.8772916043314,"imaintourmode9"
"10","Taxi","imain",0,"imaintourmode9"
"2","Taxi","imain",4631.35542814498,"imaintourmode9"
"3","Taxi","imain",4780.16807225399,"imaintourmode9"
"4","Taxi","imain",63.0319133158522,"imaintourmode9"
"5","Taxi","imain",0,"imaintourmode9"
"6","Taxi","imain",12.3705736471792,"imaintourmode9"
"7","Taxi","imain",0,"imaintourmode9"
"8","Taxi","imain",0,"imaintourmode9"
"9","Taxi","imain",15196.7839870151,"imaintourmode9"
"1","School Bus","imain",0,"imaintourmode10"
"10","School Bus","imain",0,"imaintourmode10"
"2","School Bus","imain",0,"imaintourmode10"
"3","School Bus","imain",0,"imaintourmode10"
"4","School Bus","imain",0,"imaintourmode10"
"5","School Bus","imain",0,"imaintourmode10"
"6","School Bus","imain",0,"imaintourmode10"
"7","School Bus","imain",0,"imaintourmode10"
"8","School Bus","imain",0,"imaintourmode10"
"9","School Bus","imain",0,"imaintourmode10"
"1","Total","imain",1521024.1848361,"imainTotal"
"10","Total","imain",0,"imainTotal"
"2","Total","imain",778302.486264397,"imainTotal"
"3","Total","imain",555418.378198642,"imainTotal"
"4","Total","imain",185521.995400203,"imainTotal"
"5","Total","imain",24219.5517880687,"imainTotal"
"6","Total","imain",75062.4067155258,"imainTotal"
"7","Total","imain",5955.79418959446,"imainTotal"
"8","Total","imain",9486.4667774409,"imainTotal"
"9","Total","imain",15196.7839870151,"imainTotal"
"1","Auto SOV","idisc",714161.299748082,"idisctourmode1"
"10","Auto SOV","idisc",0,"idisctourmode1"
"2","Auto SOV","idisc",0,"idisctourmode1"
"3","Auto SOV","idisc",0,"idisctourmode1"
"4","Auto SOV","idisc",22264.8993229728,"idisctourmode1"
"5","Auto SOV","idisc",1163.43250891491,"idisctourmode1"
"6","Auto SOV","idisc",0,"idisctourmode1"
"7","Auto SOV","idisc",0,"idisctourmode1"
"8","Auto SOV","idisc",858.441613056919,"idisctourmode1"
"9","Auto SOV","idisc",0,"idisctourmode1"
"1","Auto 2 Person","idisc",81995.8101697263,"idisctourmode2"
"10","Auto 2 Person","idisc",0,"idisctourmode2"
"2","Auto 2 Person","idisc",295335.644011752,"idisctourmode2"
"3","Auto 2 Person","idisc",0,"idisctourmode2"
"4","Auto 2 Person","idisc",15830.2312450734,"idisctourmode2"
"5","Auto 2 Person","idisc",1027.84561388192,"idisctourmode2"
"6","Auto 2 Person","idisc",0,"idisctourmode2"
"7","Auto 2 Person","idisc",0,"idisctourmode2"
"8","Auto 2 Person","idisc",515.274733779898,"idisctourmode2"
"9","Auto 2 Person","idisc",0,"idisctourmode2"
"1","Auto 3+ Person","idisc",30568.3725213359,"idisctourmode3"
"10","Auto 3+ Person","idisc",0,"idisctourmode3"
"2","Auto 3+ Person","idisc",73943.5598619377,"idisctourmode3"
"3","Auto 3+ Person","idisc",331734.81967759,"idisctourmode3"
"4","Auto 3+ Person","idisc",16547.4993265456,"idisctourmode3"
"5","Auto 3+ Person","idisc",290.761488081766,"idisctourmode3"
"6","Auto 3+ Person","idisc",0,"idisctourmode3"
"7","Auto 3+ Person","idisc",0,"idisctourmode3"
"8","Auto 3+ Person","idisc",531.810087139578,"idisctourmode3"
"9","Auto 3+ Person","idisc",0,"idisctourmode3"
"1","Walk","idisc",0,"idisctourmode4"
"10","Walk","idisc",0,"idisctourmode4"
"2","Walk","idisc",0,"idisctourmode4"
"3","Walk","idisc",0,"idisctourmode4"
"4","Walk","idisc",226260.487286834,"idisctourmode4"
"5","Walk","idisc",0,"idisctourmode4"
"6","Walk","idisc",0,"idisctourmode4"
"7","Walk","idisc",0,"idisctourmode4"
"8","Walk","idisc",0,"idisctourmode4"
"9","Walk","idisc",0,"idisctourmode4"
"1","Bike/Moped","idisc",0,"idisctourmode5"
"10","Bike/Moped","idisc",0,"idisctourmode5"
"2","Bike/Moped","idisc",0,"idisctourmode5"
"3","Bike/Moped","idisc",0,"idisctourmode5"
"4","Bike/Moped","idisc",471.349107032102,"idisctourmode5"
"5","Bike/Moped","idisc",17694.6302201126,"idisctourmode5"
"6","Bike/Moped","idisc",0,"idisctourmode5"
"7","Bike/Moped","idisc",0,"idisctourmode5"
"8","Bike/Moped","idisc",0,"idisctourmode5"
"9","Bike/Moped","idisc",0,"idisctourmode5"
"1","Walk-Transit","idisc",10897.4665141509,"idisctourmode6"
"10","Walk-Transit","idisc",0,"idisctourmode6"
"2","Walk-Transit","idisc",7418.05120063646,"idisctourmode6"
"3","Walk-Transit","idisc",1877.52914992122,"idisctourmode6"
"4","Walk-Transit","idisc",11076.4772073856,"idisctourmode6"
"5","Walk-Transit","idisc",1381.51083478474,"idisctourmode6"
"6","Walk-Transit","idisc",32496.4995732832,"idisctourmode6"
"7","Walk-Transit","idisc",0,"idisctourmode6"
"8","Walk-Transit","idisc",1001.5884262879,"idisctourmode6"
"9","Walk-Transit","idisc",0,"idisctourmode6"
"1","Drive-Transit","idisc",387.905182577299,"idisctourmode7"
"10","Drive-Transit","idisc",0,"idisctourmode7"
"2","Drive-Transit","idisc",183.878634933874,"idisctourmode7"
"3","Drive-Transit","idisc",83.5412096324227,"idisctourmode7"
"4","Drive-Transit","idisc",542.721170589512,"idisctourmode7"
"5","Drive-Transit","idisc",4454.53909973947,"idisctourmode7"
"6","Drive-Transit","idisc",1516.79613513921,"idisctourmode7"
"7","Drive-Transit","idisc",3172.42993194555,"idisctourmode7"
"8","Drive-Transit","idisc",34.3556362378976,"idisctourmode7"
"9","Drive-Transit","idisc",0,"idisctourmode7"
"1","Drive-Transit","idisc",0,"idisctourmode8"
"10","Drive-Transit","idisc",0,"idisctourmode8"
"2","Drive-Transit","idisc",0,"idisctourmode8"
"3","Drive-Transit","idisc",0,"idisctourmode8"
"4","Drive-Transit","idisc",3048.78292810666,"idisctourmode8"
"5","Drive-Transit","idisc",0,"idisctourmode8"
"6","Drive-Transit","idisc",0,"idisctourmode8"
"7","Drive-Transit","idisc",0,"idisctourmode8"
"8","Drive-Transit","idisc",3758.12062220804,"idisctourmode8"
"9","Drive-Transit","idisc",0,"idisctourmode8"
"1","Taxi","idisc",2180.27390203829,"idisctourmode9"
"10","Taxi","idisc",0,"idisctourmode9"
"2","Taxi","idisc",1518.68795846827,"idisctourmode9"
"3","Taxi","idisc",1617.45661402656,"idisctourmode9"
"4","Taxi","idisc",868.34408619431,"idisctourmode9"
"5","Taxi","idisc",28.5883989288212,"idisctourmode9"
"6","Taxi","idisc",0,"idisctourmode9"
"7","Taxi","idisc",0,"idisctourmode9"
"8","Taxi","idisc",0,"idisctourmode9"
