HH_ID,NUM_PERS,AREA
18112062,5,0
18114244,6,0
18114304,1,0
18114536,2,0
18115411,2,0
18115821,1,0
18116453,2,0
18116766,1,0
18117100,1,0
18117111,4,0
18117117,1,0
18119342,4,0
18120420,1,0
18121027,1,0
18121526,2,0
18124224,5,0
18125059,2,0
18125134,1,0
18125984,2,0
18126747,1,0
18126783,2,0
18127476,2,0
18127925,2,0
18128990,1,0
18129401,2,0
18129866,2,0
18130385,1,0
18130457,4,0
18131773,4,0
18134758,2,0
18135206,2,0
18135569,1,0
18137131,5,0
18137783,1,0
18138240,1,0
18138814,1,0
18139584,8,0
18140091,1,0
18140204,2,0
18140776,2,0
18140897,1,0
18141143,1,0
18144393,2,0
18144664,3,0
18145447,3,0
18146045,4,0
18146244,1,0
18147569,2,0
18149773,1,0
18150245,4,0
18151138,2,0
18151401,1,0
18154286,5,0
18155818,2,0
18156171,2,0
18156227,2,0
18156794,1,0
18157995,2,0
18158452,4,0
18158823,1,0
18158899,3,0
18160621,4,0
18160845,1,0
18160935,2,0
18162578,2,0
18163456,2,0
18164704,1,0
18164942,1,0
18165668,5,0
18165893,1,0
18165934,2,0
18166389,1,0
18166534,1,0
18167285,2,0
18167518,1,0
18168170,1,0
18168282,1,0
18168344,4,0
18168906,4,0
18169178,2,0
18169607,2,0
18169790,2,0
18170731,2,0
18170914,2,0
18171274,1,0
18171375,3,0
18172197,1,0
18173226,3,0
18174175,2,0
18174534,2,0
18175233,1,0
18175716,2,0
18175881,2,0
18176754,1,0
18177061,2,0
18177229,4,0
18178252,3,0
18178955,3,0
18179144,6,0
18179291,1,0
18179450,3,0
18179850,2,0
18180194,1,0
18180247,2,0
18180629,1,0
18180901,5,0
18181611,2,0
18181743,2,0
18181752,1,0
18182034,2,0
18182903,2,0
18183444,1,0
18184404,2,0
18184762,2,0
18185311,5,0
18185593,1,0
18185677,2,0
18186265,1,0
18188485,2,0
18189381,4,0
18189866,1,0
18190041,3,0
18191109,1,0
18192291,5,0
18194277,3,0
18195040,2,0
18195290,1,0
18195895,4,0
18196381,2,0
18197061,2,0
18197280,5,0
18197804,2,0
18198131,1,0
18198268,2,0
18198740,3,0
18199188,1,0
18200044,4,0
18200308,2,0
18200780,1,0
18201175,3,0
18201590,2,0
18203370,1,0
18204376,3,0
18204606,1,0
18206654,2,0
18207280,1,0
18207461,1,0
18207609,1,0
18207630,1,0
18207893,1,0
18209603,2,0
18210010,3,0
18210187,1,0
18210566,1,0
18211130,1,0
18211222,1,0
18211763,4,0
18211954,2,0
18212077,2,0
18212487,2,0
18212843,1,0
18212949,2,0
18213158,1,0
18213180,3,0
18213722,1,0
18215261,4,0
18215306,2,0
18216217,2,0
18216460,1,0
18216463,2,0
18216616,1,0
18216986,2,0
18218520,3,0
18219539,2,0
18220868,1,0
18221197,4,0
18221586,1,0
18222657,1,0
18223794,2,0
18224843,3,0
18224900,2,0
18225167,4,0
18226851,4,0
18227490,2,0
18227720,1,0
18228621,1,0
18228680,2,0
18229660,2,0
18230295,2,0
18231034,1,0
18231694,1,0
18231904,1,0
18232229,4,0
18232400,1,0
18232684,2,0
18233579,2,0
18233918,4,0
18234602,2,0
18235553,4,0
18235617,2,0
18236934,2,0
18237373,2,0
18238348,2,0
18239157,2,0
18239562,2,0
18239632,1,0
18240028,2,0
18240248,1,0
18240637,1,0
18241070,2,0
18241142,2,0
18241648,3,0
18241905,1,0
18241933,1,0
18242421,2,0
18244257,2,0
18244949,2,0
18245996,1,0
18246645,1,0
18246829,6,0
18246996,1,0
18247288,2,0
18247350,1,0
18247595,1,0
18248717,8,0
18248785,2,0
18250169,2,0
18250325,1,0
18251656,2,0
18252407,1,0
18252571,1,0
18253006,1,0
18254598,1,0
18254988,2,0
18255728,1,0
18256005,3,0
18256432,1,0
18256447,2,0
18256582,3,0
18256734,1,0
18256777,4,0
18256963,1,0
18257189,3,0
18257598,1,0
18258585,3,0
18259209,1,0
18259710,1,0
18259999,2,0
18260288,1,0
18261036,5,0
18261254,1,0
18262688,1,0
18263035,3,0
18263294,2,0
18264472,4,0
18266118,2,0
18266467,1,0
18266953,2,0
18268555,1,0
18268775,1,0
18269076,1,0
18269189,1,0
18269385,1,0
18269465,2,0
18270971,2,0
18271052,1,0
18271635,2,0
18271869,4,0
18271928,4,0
18272412,1,0
18272730,2,0
18273055,2,0
18273463,2,0
18273519,1,0
18276124,1,0
18276163,2,0
18278721,1,0
18280746,2,0
18280822,3,0
18280880,1,0
18281283,1,0
18281431,2,0
18281447,1,0
18282111,2,0
18282566,3,0
18282696,4,0
18284860,2,0
18285242,2,0
18286127,1,0
18286966,2,0
18287193,2,0
18288544,2,0
18290006,1,0
18290416,1,0
18290659,3,0
18291483,2,0
18292460,3,0
18294540,2,0
18295275,1,0
18295472,2,0
18295666,2,0
18298179,4,0
18298958,5,0
18299035,2,0
18299333,2,0
18299862,4,0
18300856,3,0
18301067,1,0
18301759,2,0
18301943,2,0
18302059,4,0
18302245,2,0
18303335,5,0
18303444,5,0
18303822,2,0
18304439,2,0
18305539,2,0
18306387,1,0
18306522,1,0
18306590,2,0
18307052,1,0
18307277,2,0
18307912,7,0
18308169,2,0
18308722,2,0
18310668,2,0
18310688,1,0
18310716,2,0
18310954,5,0
18311054,1,0
18311408,3,0
18312813,4,0
18315467,2,0
18316132,1,0
18316421,1,0
18316496,2,0
18316563,2,0
18316703,4,0
18316969,2,0
18318588,2,0
18319195,2,0
18319652,3,0
18320050,1,0
18321254,4,0
18322087,2,0
18322942,2,0
18323244,2,0
18324267,3,0
18324512,2,0
18324573,5,0
18325842,1,0
18326224,1,0
18328407,1,0
18328714,2,0
18328788,2,0
18329354,4,0
18330502,2,0
18330608,1,0
18330857,2,0
18331645,2,0
18331823,2,0
18332156,1,0
18332292,2,0
18333256,2,0
18333393,3,0
18333757,1,0
18334947,1,0
18335561,4,0
18335843,1,0
18335922,2,0
18336140,1,0
18336819,2,0
18337984,2,0
18340724,3,0
18341271,1,0
18342577,1,0
18342987,1,0
18344383,4,0
18345061,1,0
18345863,1,0
18346260,2,0
18346280,2,0
18347639,1,0
18347832,2,0
18348176,2,0
18349430,3,0
18349761,1,0
18350106,1,0
18350395,3,0
18350577,2,0
18351011,4,0
18352281,1,0
18357113,2,0
18357580,3,0
18359416,1,0
18360236,4,0
18360940,3,0
18361383,1,0
18362018,1,0
18362313,1,0
18362712,1,0
18362882,1,0
18365478,1,0
18366218,2,0
18367303,2,0
18367907,2,0
18368542,1,0
18369350,2,0
18369368,3,0
18370318,1,0
18372126,2,0
18372441,1,0
18372668,8,0
18373391,1,0
18373392,3,0
18374112,2,0
18374184,1,0
18374760,1,0
18375151,1,0
18375156,1,0
18375883,2,0
18376092,2,0
18377199,1,0
18377394,1,0
18377791,2,0
18378171,1,0
18378682,1,0
18378857,2,0
18379533,2,0
18379557,1,0
18380012,4,0
18380440,1,0
18380672,1,0
18382046,1,0
18382165,3,0
18382299,2,0
18382361,1,0
18382847,1,0
18382848,1,0
18385030,3,0
18385130,4,0
18385938,2,0
18386556,2,0
18386594,3,0
18386636,3,0
18387392,2,0
18387478,1,0
18388141,2,0
18388493,2,0
18388727,4,0
18388912,1,0
18389117,1,0
18389395,2,0
18389572,3,0
18389638,3,0
18390060,2,0
18390465,2,0
18390472,1,0
18390485,2,0
18391172,2,0
18393250,1,0
18393904,1,0
18394401,2,0
18395115,3,0
18396484,3,0
18397372,2,0
18397530,4,0
18399464,1,0
18399569,2,0
18400511,2,0
18400996,2,0
18402523,1,0
18402658,1,0
18402967,2,0
18404301,3,0
18405068,4,0
18406893,2,0
18408131,1,0
18408431,2,0
18409639,2,0
18410668,1,0
18410734,2,0
18411063,2,0
18411067,1,0
18411166,2,0
18411338,2,0
18413899,2,0
18414149,1,0
18414990,2,0
18415396,1,0
18415540,2,0
18415919,2,0
18418852,1,0
18419885,4,0
18419932,2,0
18420796,5,0
18421069,1,0
18421685,4,0
18421843,1,0
18421844,2,0
18423149,3,0
18423310,1,0
18424146,1,0
18424321,2,0
18424580,4,0
18424633,1,0
18425186,1,0
18425281,3,0
18425411,1,0
18425793,1,0
18426060,2,0
18427086,1,0
18427824,2,0
18428160,2,0
18429129,2,0
18429799,1,0
18429833,1,0
18430163,1,0
18430184,4,0
18431179,1,0
18431412,2,0
18432027,1,0
18432442,2,0
18434339,2,0
18435140,3,0
18436166,1,0
18436373,2,0
18436548,4,0
18436683,2,0
18438434,1,0
18438513,3,0
18438983,1,0
18439022,3,0
18440331,2,0
18440892,4,0
18441428,1,0
18442356,2,0
18442805,2,0
18443106,1,0
18443553,1,0
18443793,2,0
18445268,1,0
18446718,3,0
18448178,4,0
18450887,1,0
18451890,2,0
18452680,2,0
18453329,2,0
18454284,3,0
18455320,1,0
18455608,3,0
18456119,2,0
18458295,1,0
18460068,2,0
18460376,2,0
18460785,1,0
18461112,1,0
18461162,2,0
18461382,6,0
18461417,3,0
18462415,3,0
18463197,3,0
18463615,1,0
18464186,6,0
18465550,2,0
18466083,2,0
18466784,2,0
18466812,2,0
18466849,4,0
18467227,3,0
18467305,1,0
18467306,1,0
18468518,1,0
18469553,1,0
18470377,3,0
18471503,4,0
18471650,3,0
18471661,1,0
18472888,2,0
18473252,1,0
18473630,2,0
18473811,2,0
18473853,1,0
18476564,1,0
18476680,2,0
18478674,5,0
18478909,1,0
18479262,2,0
18480776,2,0
18482526,4,0
18483482,2,0
18484118,3,0
18484761,2,0
18484785,3,0
18486071,1,0
18486433,2,0
18486852,3,0
18487683,2,0
18488099,3,0
18488507,2,0
18489124,3,0
18489379,2,0
18489841,1,0
18489883,2,0
18490007,3,0
18490669,1,0
18490892,1,0
18491198,2,0
18492039,2,0
18492336,1,0
18492453,2,0
18492566,5,0
18493530,2,0
18494341,2,0
18494668,1,0
18494723,1,0
18495332,3,0
18495495,2,0
18495568,1,0
18496675,1,0
18497552,2,0
18498448,1,0
18499596,2,0
18499945,1,0
18500249,2,0
18500316,2,0
18502018,2,0
18502060,3,0
18504532,1,0
18504908,2,0
18505303,4,0
18506300,1,0
18506339,2,0
18508054,2,0
18509733,3,0
18510372,1,0
18512142,1,0
18512423,2,0
18513288,3,0
18514031,3,0
18514767,2,0
18514914,4,0
18517892,1,0
18519021,1,0
18519485,2,0
18519878,2,0
18520776,2,0
18522241,4,0
18522326,1,0
18522415,1,0
18522562,3,0
18522568,2,0
18523117,3,0
18524167,1,0
18526568,6,0
18526897,2,0
18527339,5,0
18528260,1,0
18528673,3,0
18528843,2,0
18529589,1,0
18530217,3,0
18530674,4,0
18531252,2,0
18531304,4,0
18531519,1,0
18531534,1,0
18532147,3,0
18533471,2,0
18533777,1,0
18534193,1,0
18535299,2,0
18536668,4,0
18536687,2,0
18536930,1,0
18537175,4,0
18537194,1,0
18537949,4,0
18538303,2,0
18538332,2,0
18538540,2,0
18538790,2,0
18539223,1,0
18539996,3,0
18540314,3,0
18540510,1,0
18540566,5,0
18540738,4,0
18541588,2,0
18541987,2,0
18542378,2,0
18543221,2,0
18543318,3,0
18543384,2,0
18544031,1,0
18544217,1,0
18544333,1,0
18544434,2,0
18544467,3,0
18544866,2,0
18545695,2,0
18546054,1,0
18546175,1,0
18546548,1,0
18547052,5,0
18547880,1,0
18549238,2,0
18550132,3,0
18553388,3,0
18553907,2,0
18554120,1,0
18554208,1,0
18554337,1,0
18554516,2,0
18555998,1,0
18556431,3,0
18557125,2,0
18557804,1,0
18558235,8,0
18559437,5,0
18559897,1,0
18560224,1,0
18560408,2,0
18560443,1,0
18560509,3,0
18560669,1,0
18560932,1,0
18560953,2,0
18561145,2,0
18562121,1,0
18563636,1,0
18564333,1,0
18564440,2,0
18565615,3,0
18570652,1,0
18571293,5,0
18572758,4,0
18573953,2,0
18573979,1,0
18574361,2,0
18574526,1,0
18576124,1,0
18576142,4,0
18576587,1,0
18578936,1,0
18579395,1,0
18580197,2,0
18582265,4,0
18582465,1,0
18582595,1,0
18582773,2,0
18584056,2,0
18584320,2,0
18584405,4,0
18584627,2,0
18584753,1,0
18586134,2,0
18586345,3,0
18590151,1,0
18590158,1,0
18590560,5,0
18590643,4,0
18590713,4,0
18590805,1,0
18591154,2,0
18591390,1,0
18593223,2,0
18593478,3,0
18593754,1,0
18594111,2,0
18594937,1,0
18595133,4,0
18595673,2,0
18595717,4,0
18596148,3,0
18596268,5,0
18596276,1,0
18598075,3,0
18599066,2,0
18599235,4,0
18600237,1,0
18601162,1,0
18602579,3,0
18603402,1,0
18603480,1,0
18603491,2,0
18606671,5,0
18607329,1,0
18607421,2,0
18607664,2,0
18608086,1,0
18608853,3,0
18610320,1,0
18610589,1,0
18611206,2,0
18611696,3,0
18612264,2,0
18614994,2,0
18615515,2,0
18615941,4,0
18616158,2,0
18617910,2,0
18618866,4,0
18619273,1,0
18620685,2,0
18620718,1,0
18621030,3,0
18621031,4,0
18621375,1,0
18621580,2,0
18621889,1,0
18622011,2,0
18622779,2,0
18623729,1,0
18624377,1,0
18625273,2,0
18625922,2,0
18626413,3,0
18628401,4,0
18628966,1,0
18629377,1,0
18630762,1,0
18631200,2,0
18632304,2,0
18632727,2,0
18633361,5,0
18633522,2,0
18634005,1,0
18634198,3,0
18634365,4,0
18635561,2,0
18635809,2,0
18636350,2,0
18637709,2,0
18637956,2,0
18639137,1,0
18639405,2,0
18640422,2,0
18640797,1,0
18640878,2,0
18641243,2,0
18641271,4,0
18641387,4,0
18641958,2,0
18642483,2,0
18642548,2,0
18644053,2,0
18644845,1,0
18645383,2,0
18646518,4,0
18646671,1,0
