HH_ID,JTRIP_ID,NUMBER_HH,PERSON_1,PERSON_2,PERSON_3,PERSON_4,PERSON_5,PERSON_6,PERSON_7,PERSON_8,PERSON_9,PERSON_10,PERSON_11,COMPOSITION
18112062,1,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18112062,2,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18114244,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18114244,2,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18114244,3,6,1,2,3,4,5,6,nan,nan,nan,nan,nan,3
18114244,4,6,1,2,3,4,5,6,nan,nan,nan,nan,nan,3
18115411,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,4,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,7,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,8,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18115411,9,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18116453,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18116453,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18117111,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18117111,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18117111,3,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18117111,4,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18117111,5,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18117111,6,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18117111,7,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18117111,8,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18119342,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18119342,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18119342,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18119342,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18119342,5,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18119342,6,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18121526,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18121526,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18124224,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18124224,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18124224,3,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18124224,4,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18124224,5,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18124224,6,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18124224,7,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18127925,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18129401,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18129401,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18131773,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18131773,2,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18137131,1,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18137131,2,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18137131,3,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18137131,4,3,1,2,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18137131,5,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18137131,6,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18137131,7,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18137131,8,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18139584,1,3,1,6,7,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,2,3,1,6,7,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,3,3,1,6,7,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,4,3,1,6,7,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,5,3,2,7,8,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,6,2,2,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,7,2,2,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18154286,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
