"tripmode","tourmode","purpose","value","grp_var"
"10","KNR-Transit","work",0,"worktourmode8"
"2","KNR-Transit","work",0,"worktourmode8"
"3","KNR-Transit","work",0,"worktourmode8"
"4","KNR-Transit","work",0,"worktourmode8"
"5","KNR-Transit","work",0,"worktourmode8"
"6","KNR-Transit","work",0,"worktourmode8"
"7","KNR-Transit","work",0,"worktourmode8"
"8","KNR-Transit","work",41023,"worktourmode8"
"9","KNR-Transit","work",38621,"worktourmode8"
"1","School Bus","work",0,"worktourmode9"
"10","School Bus","work",0,"worktourmode9"
"2","School Bus","work",523,"worktourmode9"
"3","School Bus","work",47,"worktourmode9"
"4","School Bus","work",2958,"worktourmode9"
"5","School Bus","work",0,"worktourmode9"
"6","School Bus","work",0,"worktourmode9"
"7","School Bus","work",0,"worktourmode9"
"8","School Bus","work",0,"worktourmode9"
"9","School Bus","work",4274,"worktourmode9"
"1","Ride Hail","work",0,"worktourmode10"
"10","Ride Hail","work",0,"worktourmode10"
"2","Ride Hail","work",0,"worktourmode10"
"3","Ride Hail","work",0,"worktourmode10"
"4","Ride Hail","work",0,"worktourmode10"
"5","Ride Hail","work",0,"worktourmode10"
"6","Ride Hail","work",0,"worktourmode10"
"7","Ride Hail","work",0,"worktourmode10"
"8","Ride Hail","work",0,"worktourmode10"
"9","Ride Hail","work",0,"worktourmode10"
"1","Total","work",1608693,"workTotal"
"10","Total","work",0,"workTotal"
"2","Total","work",729268,"workTotal"
"3","Total","work",403315,"workTotal"
"4","Total","work",387264,"workTotal"
"5","Total","work",30847,"workTotal"
"6","Total","work",377850,"workTotal"
"7","Total","work",138741,"workTotal"
"8","Total","work",41023,"workTotal"
"9","Total","work",315889,"workTotal"
"1","Auto SOV","univ",68873,"univtourmode1"
"10","Auto SOV","univ",0,"univtourmode1"
"2","Auto SOV","univ",0,"univtourmode1"
"3","Auto SOV","univ",0,"univtourmode1"
"4","Auto SOV","univ",1853,"univtourmode1"
"5","Auto SOV","univ",0,"univtourmode1"
"6","Auto SOV","univ",0,"univtourmode1"
"7","Auto SOV","univ",0,"univtourmode1"
"8","Auto SOV","univ",0,"univtourmode1"
"9","Auto SOV","univ",0,"univtourmode1"
"1","Auto 2 Person","univ",11878,"univtourmode2"
"10","Auto 2 Person","univ",0,"univtourmode2"
"2","Auto 2 Person","univ",45994,"univtourmode2"
"3","Auto 2 Person","univ",0,"univtourmode2"
"4","Auto 2 Person","univ",2905,"univtourmode2"
"5","Auto 2 Person","univ",0,"univtourmode2"
"6","Auto 2 Person","univ",0,"univtourmode2"
"7","Auto 2 Person","univ",0,"univtourmode2"
"8","Auto 2 Person","univ",0,"univtourmode2"
"9","Auto 2 Person","univ",0,"univtourmode2"
"1","Auto 3+ Person","univ",6887,"univtourmode3"
"10","Auto 3+ Person","univ",0,"univtourmode3"
"2","Auto 3+ Person","univ",10035,"univtourmode3"
"3","Auto 3+ Person","univ",31855,"univtourmode3"
"4","Auto 3+ Person","univ",1469,"univtourmode3"
"5","Auto 3+ Person","univ",0,"univtourmode3"
"6","Auto 3+ Person","univ",0,"univtourmode3"
"7","Auto 3+ Person","univ",0,"univtourmode3"
"8","Auto 3+ Person","univ",0,"univtourmode3"
"9","Auto 3+ Person","univ",0,"univtourmode3"
"1","Walk","univ",0,"univtourmode4"
"10","Walk","univ",0,"univtourmode4"
"2","Walk","univ",0,"univtourmode4"
"3","Walk","univ",0,"univtourmode4"
"4","Walk","univ",80871,"univtourmode4"
"5","Walk","univ",0,"univtourmode4"
"6","Walk","univ",0,"univtourmode4"
"7","Walk","univ",0,"univtourmode4"
"8","Walk","univ",0,"univtourmode4"
"9","Walk","univ",0,"univtourmode4"
"1","Bike/Moped","univ",0,"univtourmode5"
"10","Bike/Moped","univ",0,"univtourmode5"
"2","Bike/Moped","univ",0,"univtourmode5"
"3","Bike/Moped","univ",0,"univtourmode5"
"4","Bike/Moped","univ",0,"univtourmode5"
"5","Bike/Moped","univ",13164,"univtourmode5"
"6","Bike/Moped","univ",0,"univtourmode5"
"7","Bike/Moped","univ",0,"univtourmode5"
"8","Bike/Moped","univ",0,"univtourmode5"
"9","Bike/Moped","univ",0,"univtourmode5"
"1","Walk-Transit","univ",0,"univtourmode6"
"10","Walk-Transit","univ",0,"univtourmode6"
"2","Walk-Transit","univ",45347,"univtourmode6"
"3","Walk-Transit","univ",5548,"univtourmode6"
"4","Walk-Transit","univ",51458,"univtourmode6"
"5","Walk-Transit","univ",0,"univtourmode6"
"6","Walk-Transit","univ",38770,"univtourmode6"
"7","Walk-Transit","univ",0,"univtourmode6"
"8","Walk-Transit","univ",0,"univtourmode6"
"9","Walk-Transit","univ",394,"univtourmode6"
"1","PNR-Transit","univ",0,"univtourmode7"
"10","PNR-Transit","univ",0,"univtourmode7"
"2","PNR-Transit","univ",0,"univtourmode7"
"3","PNR-Transit","univ",0,"univtourmode7"
"4","PNR-Transit","univ",0,"univtourmode7"
"5","PNR-Transit","univ",0,"univtourmode7"
"6","PNR-Transit","univ",0,"univtourmode7"
"7","PNR-Transit","univ",51158,"univtourmode7"
"8","PNR-Transit","univ",0,"univtourmode7"
"9","PNR-Transit","univ",73620,"univtourmode7"
"1","KNR-Transit","univ",0,"univtourmode8"
"10","KNR-Transit","univ",0,"univtourmode8"
"2","KNR-Transit","univ",0,"univtourmode8"
"3","KNR-Transit","univ",0,"univtourmode8"
"4","KNR-Transit","univ",0,"univtourmode8"
"5","KNR-Transit","univ",0,"univtourmode8"
"6","KNR-Transit","univ",0,"univtourmode8"
"7","KNR-Transit","univ",0,"univtourmode8"
"8","KNR-Transit","univ",2777,"univtourmode8"
"9","KNR-Transit","univ",3823,"univtourmode8"
"1","School Bus","univ",0,"univtourmode9"
"10","School Bus","univ",0,"univtourmode9"
"2","School Bus","univ",0,"univtourmode9"
"3","School Bus","univ",0,"univtourmode9"
"4","School Bus","univ",388,"univtourmode9"
"5","School Bus","univ",0,"univtourmode9"
"6","School Bus","univ",0,"univtourmode9"
"7","School Bus","univ",0,"univtourmode9"
"8","School Bus","univ",0,"univtourmode9"
"9","School Bus","univ",125,"univtourmode9"
"1","Ride Hail","univ",0,"univtourmode10"
"10","Ride Hail","univ",0,"univtourmode10"
"2","Ride Hail","univ",0,"univtourmode10"
"3","Ride Hail","univ",0,"univtourmode10"
"4","Ride Hail","univ",0,"univtourmode10"
"5","Ride Hail","univ",0,"univtourmode10"
"6","Ride Hail","univ",0,"univtourmode10"
"7","Ride Hail","univ",0,"univtourmode10"
"8","Ride Hail","univ",0,"univtourmode10"
"9","Ride Hail","univ",0,"univtourmode10"
"1","Total","univ",87638,"univTotal"
"10","Total","univ",0,"univTotal"
"2","Total","univ",101376,"univTotal"
"3","Total","univ",37403,"univTotal"
"4","Total","univ",138944,"univTotal"
"5","Total","univ",13164,"univTotal"
"6","Total","univ",38770,"univTotal"
"7","Total","univ",51158,"univTotal"
"8","Total","univ",2777,"univTotal"
"9","Total","univ",77962,"univTotal"
"1","Auto SOV","schl",612,"schltourmode1"
"10","Auto SOV","schl",0,"schltourmode1"
"2","Auto SOV","schl",0,"schltourmode1"
"3","Auto SOV","schl",0,"schltourmode1"
"4","Auto SOV","schl",1,"schltourmode1"
"5","Auto SOV","schl",0,"schltourmode1"
"6","Auto SOV","schl",0,"schltourmode1"
"7","Auto SOV","schl",0,"schltourmode1"
"8","Auto SOV","schl",0,"schltourmode1"
"9","Auto SOV","schl",0,"schltourmode1"
"1","Auto 2 Person","schl",143,"schltourmode2"
"10","Auto 2 Person","schl",0,"schltourmode2"
"2","Auto 2 Person","schl",22798,"schltourmode2"
"3","Auto 2 Person","schl",0,"schltourmode2"
"4","Auto 2 Person","schl",1650,"schltourmode2"
"5","Auto 2 Person","schl",0,"schltourmode2"
"6","Auto 2 Person","schl",0,"schltourmode2"
"7","Auto 2 Person","schl",0,"schltourmode2"
"8","Auto 2 Person","schl",0,"schltourmode2"
"9","Auto 2 Person","schl",0,"schltourmode2"
"1","Auto 3+ Person","schl",52,"schltourmode3"
"10","Auto 3+ Person","schl",0,"schltourmode3"
"2","Auto 3+ Person","schl",10250,"schltourmode3"
"3","Auto 3+ Person","schl",46987,"schltourmode3"
"4","Auto 3+ Person","schl",2448,"schltourmode3"
"5","Auto 3+ Person","schl",0,"schltourmode3"
"6","Auto 3+ Person","schl",0,"schltourmode3"
"7","Auto 3+ Person","schl",0,"schltourmode3"
"8","Auto 3+ Person","schl",0,"schltourmode3"
"9","Auto 3+ Person","schl",0,"schltourmode3"
"1","Walk","schl",0,"schltourmode4"
"10","Walk","schl",0,"schltourmode4"
"2","Walk","schl",0,"schltourmode4"
"3","Walk","schl",0,"schltourmode4"
"4","Walk","schl",4772,"schltourmode4"
"5","Walk","schl",0,"schltourmode4"
"6","Walk","schl",0,"schltourmode4"
"7","Walk","schl",0,"schltourmode4"
"8","Walk","schl",0,"schltourmode4"
"9","Walk","schl",0,"schltourmode4"
"1","Bike/Moped","schl",0,"schltourmode5"
"10","Bike/Moped","schl",0,"schltourmode5"
"2","Bike/Moped","schl",0,"schltourmode5"
"3","Bike/Moped","schl",0,"schltourmode5"
"4","Bike/Moped","schl",0,"schltourmode5"
"5","Bike/Moped","schl",1675,"schltourmode5"
"6","Bike/Moped","schl",0,"schltourmode5"
"7","Bike/Moped","schl",0,"schltourmode5"
"8","Bike/Moped","schl",0,"schltourmode5"
"9","Bike/Moped","schl",0,"schltourmode5"
"1","Walk-Transit","schl",0,"schltourmode6"
"10","Walk-Transit","schl",0,"schltourmode6"
"2","Walk-Transit","schl",15451,"schltourmode6"
"3","Walk-Transit","schl",5030,"schltourmode6"
"4","Walk-Transit","schl",6706,"schltourmode6"
"5","Walk-Transit","schl",0,"schltourmode6"
"6","Walk-Transit","schl",2118,"schltourmode6"
"7","Walk-Transit","schl",0,"schltourmode6"
"8","Walk-Transit","schl",0,"schltourmode6"
"9","Walk-Transit","schl",2,"schltourmode6"
"1","PNR-Transit","schl",0,"schltourmode7"
"10","PNR-Transit","schl",0,"schltourmode7"
"2","PNR-Transit","schl",0,"schltourmode7"
"3","PNR-Transit","schl",0,"schltourmode7"
"4","PNR-Transit","schl",0,"schltourmode7"
"5","PNR-Transit","schl",0,"schltourmode7"
"6","PNR-Transit","schl",0,"schltourmode7"
"7","PNR-Transit","schl",60,"schltourmode7"
"8","PNR-Transit","schl",0,"schltourmode7"
"9","PNR-Transit","schl",7416,"schltourmode7"
"1","KNR-Transit","schl",0,"schltourmode8"
"10","KNR-Transit","schl",0,"schltourmode8"
"2","KNR-Transit","schl",0,"schltourmode8"
"3","KNR-Transit","schl",0,"schltourmode8"
"4","KNR-Transit","schl",0,"schltourmode8"
"5","KNR-Transit","schl",0,"schltourmode8"
"6","KNR-Transit","schl",0,"schltourmode8"
"7","KNR-Transit","schl",0,"schltourmode8"
"8","KNR-Transit","schl",159,"schltourmode8"
"9","KNR-Transit","schl",18091,"schltourmode8"
"1","School Bus","schl",0,"schltourmode9"
"10","School Bus","schl",0,"schltourmode9"
"2","School Bus","schl",0,"schltourmode9"
"3","School Bus","schl",0,"schltourmode9"
"4","School Bus","schl",0,"schltourmode9"
"5","School Bus","schl",0,"schltourmode9"
"6","School Bus","schl",0,"schltourmode9"
"7","School Bus","schl",0,"schltourmode9"
"8","School Bus","schl",0,"schltourmode9"
"9","School Bus","schl",0,"schltourmode9"
"1","Ride Hail","schl",0,"schltourmode10"
"10","Ride Hail","schl",29078,"schltourmode10"
"2","Ride Hail","schl",5977,"schltourmode10"
"3","Ride Hail","schl",6454,"schltourmode10"
"4","Ride Hail","schl",2103,"schltourmode10"
"5","Ride Hail","schl",0,"schltourmode10"
"6","Ride Hail","schl",0,"schltourmode10"
"7","Ride Hail","schl",0,"schltourmode10"
"8","Ride Hail","schl",0,"schltourmode10"
"9","Ride Hail","schl",0,"schltourmode10"
"1","Total","schl",807,"schlTotal"
"10","Total","schl",29078,"schlTotal"
"2","Total","schl",54476,"schlTotal"
"3","Total","schl",58471,"schlTotal"
"4","Total","schl",17680,"schlTotal"
"5","Total","schl",1675,"schlTotal"
"6","Total","schl",2118,"schlTotal"
"7","Total","schl",60,"schlTotal"
"8","Total","schl",159,"schlTotal"
"9","Total","schl",25509,"schlTotal"
"1","Auto SOV","imain",952861,"imaintourmode1"
"10","Auto SOV","imain",0,"imaintourmode1"
"2","Auto SOV","imain",0,"imaintourmode1"
"3","Auto SOV","imain",0,"imaintourmode1"
"4","Auto SOV","imain",19189,"imaintourmode1"
"5","Auto SOV","imain",0,"imaintourmode1"
"6","Auto SOV","imain",0,"imaintourmode1"
"7","Auto SOV","imain",0,"imaintourmode1"
"8","Auto SOV","imain",0,"imaintourmode1"
"9","Auto SOV","imain",0,"imaintourmode1"
"1","Auto 2 Person","imain",210393,"imaintourmode2"
"10","Auto 2 Person","imain",0,"imaintourmode2"
"2","Auto 2 Person","imain",611829,"imaintourmode2"
"3","Auto 2 Person","imain",0,"imaintourmode2"
"4","Auto 2 Person","imain",10351,"imaintourmode2"
"5","Auto 2 Person","imain",0,"imaintourmode2"
"6","Auto 2 Person","imain",0,"imaintourmode2"
"7","Auto 2 Person","imain",0,"imaintourmode2"
"8","Auto 2 Person","imain",0,"imaintourmode2"
"9","Auto 2 Person","imain",0,"imaintourmode2"
"1","Auto 3+ Person","imain",68495,"imaintourmode3"
"10","Auto 3+ Person","imain",0,"imaintourmode3"
"2","Auto 3+ Person","imain",175692,"imaintourmode3"
"3","Auto 3+ Person","imain",399072,"imaintourmode3"
"4","Auto 3+ Person","imain",10282,"imaintourmode3"
"5","Auto 3+ Person","imain",0,"imaintourmode3"
"6","Auto 3+ Person","imain",0,"imaintourmode3"
"7","Auto 3+ Person","imain",0,"imaintourmode3"
"8","Auto 3+ Person","imain",0,"imaintourmode3"
"9","Auto 3+ Person","imain",0,"imaintourmode3"
"1","Walk","imain",0,"imaintourmode4"
"10","Walk","imain",0,"imaintourmode4"
"2","Walk","imain",0,"imaintourmode4"
"3","Walk","imain",0,"imaintourmode4"
"4","Walk","imain",102686,"imaintourmode4"
"5","Walk","imain",0,"imaintourmode4"
"6","Walk","imain",0,"imaintourmode4"
"7","Walk","imain",0,"imaintourmode4"
"8","Walk","imain",0,"imaintourmode4"
"9","Walk","imain",0,"imaintourmode4"
"1","Bike/Moped","imain",0,"imaintourmode5"
"10","Bike/Moped","imain",0,"imaintourmode5"
"2","Bike/Moped","imain",0,"imaintourmode5"
"3","Bike/Moped","imain",0,"imaintourmode5"
"4","Bike/Moped","imain",0,"imaintourmode5"
"5","Bike/Moped","imain",27262,"imaintourmode5"
"6","Bike/Moped","imain",0,"imaintourmode5"
"7","Bike/Moped","imain",0,"imaintourmode5"
"8","Bike/Moped","imain",0,"imaintourmode5"
"9","Bike/Moped","imain",0,"imaintourmode5"
"1","Walk-Transit","imain",0,"imaintourmode6"
"10","Walk-Transit","imain",0,"imaintourmode6"
"2","Walk-Transit","imain",211104,"imaintourmode6"
"3","Walk-Transit","imain",36316,"imaintourmode6"
"4","Walk-Transit","imain",287920,"imaintourmode6"
"5","Walk-Transit","imain",0,"imaintourmode6"
"6","Walk-Transit","imain",90792,"imaintourmode6"
"7","Walk-Transit","imain",0,"imaintourmode6"
"8","Walk-Transit","imain",0,"imaintourmode6"
"9","Walk-Transit","imain",11791,"imaintourmode6"
"1","PNR-Transit","imain",0,"imaintourmode7"
"10","PNR-Transit","imain",0,"imaintourmode7"
"2","PNR-Transit","imain",0,"imaintourmode7"
"3","PNR-Transit","imain",0,"imaintourmode7"
"4","PNR-Transit","imain",0,"imaintourmode7"
"5","PNR-Transit","imain",0,"imaintourmode7"
"6","PNR-Transit","imain",0,"imaintourmode7"
"7","PNR-Transit","imain",12966,"imaintourmode7"
"8","PNR-Transit","imain",0,"imaintourmode7"
"9","PNR-Transit","imain",49956,"imaintourmode7"
"1","KNR-Transit","imain",0,"imaintourmode8"
"10","KNR-Transit","imain",0,"imaintourmode8"
"2","KNR-Transit","imain",0,"imaintourmode8"
"3","KNR-Transit","imain",0,"imaintourmode8"
"4","KNR-Transit","imain",0,"imaintourmode8"
"5","KNR-Transit","imain",0,"imaintourmode8"
"6","KNR-Transit","imain",0,"imaintourmode8"
"7","KNR-Transit","imain",0,"imaintourmode8"
"8","KNR-Transit","imain",33163,"imaintourmode8"
"9","KNR-Transit","imain",89353,"imaintourmode8"
"1","School Bus","imain",0,"imaintourmode9"
"10","School Bus","imain",0,"imaintourmode9"
"2","School Bus","imain",1199,"imaintourmode9"
"3","School Bus","imain",145,"imaintourmode9"
"4","School Bus","imain",26989,"imaintourmode9"
"5","School Bus","imain",0,"imaintourmode9"
"6","School Bus","imain",0,"imaintourmode9"
"7","School Bus","imain",0,"imaintourmode9"
"8","School Bus","imain",0,"imaintourmode9"
"9","School Bus","imain",15726,"imaintourmode9"
"1","Ride Hail","imain",0,"imaintourmode10"
"10","Ride Hail","imain",0,"imaintourmode10"
"2","Ride Hail","imain",0,"imaintourmode10"
"3","Ride Hail","imain",0,"imaintourmode10"
"4","Ride Hail","imain",0,"imaintourmode10"
"5","Ride Hail","imain",0,"imaintourmode10"
"6","Ride Hail","imain",0,"imaintourmode10"
"7","Ride Hail","imain",0,"imaintourmode10"
"8","Ride Hail","imain",0,"imaintourmode10"
"9","Ride Hail","imain",0,"imaintourmode10"
"1","Total","imain",1231749,"imainTotal"
"10","Total","imain",0,"imainTotal"
"2","Total","imain",999824,"imainTotal"
"3","Total","imain",435533,"imainTotal"
"4","Total","imain",457417,"imainTotal"
"5","Total","imain",27262,"imainTotal"
"6","Total","imain",90792,"imainTotal"
"7","Total","imain",12966,"imainTotal"
"8","Total","imain",33163,"imainTotal"
"9","Total","imain",166826,"imainTotal"
"1","Auto SOV","idisc",509085,"idisctourmode1"
"10","Auto SOV","idisc",0,"idisctourmode1"
"2","Auto SOV","idisc",0,"idisctourmode1"
"3","Auto SOV","idisc",0,"idisctourmode1"
"4","Auto SOV","idisc",15301,"idisctourmode1"
"5","Auto SOV","idisc",0,"idisctourmode1"
"6","Auto SOV","idisc",0,"idisctourmode1"
"7","Auto SOV","idisc",0,"idisctourmode1"
"8","Auto SOV","idisc",0,"idisctourmode1"
"9","Auto SOV","idisc",0,"idisctourmode1"
"1","Auto 2 Person","idisc",51696,"idisctourmode2"
"10","Auto 2 Person","idisc",0,"idisctourmode2"
"2","Auto 2 Person","idisc",356081,"idisctourmode2"
"3","Auto 2 Person","idisc",0,"idisctourmode2"
"4","Auto 2 Person","idisc",21724,"idisctourmode2"
"5","Auto 2 Person","idisc",0,"idisctourmode2"
"6","Auto 2 Person","idisc",0,"idisctourmode2"
"7","Auto 2 Person","idisc",0,"idisctourmode2"
"8","Auto 2 Person","idisc",0,"idisctourmode2"
"9","Auto 2 Person","idisc",0,"idisctourmode2"
"1","Auto 3+ Person","idisc",19178,"idisctourmode3"
"10","Auto 3+ Person","idisc",0,"idisctourmode3"
"2","Auto 3+ Person","idisc",81970,"idisctourmode3"
"3","Auto 3+ Person","idisc",275629,"idisctourmode3"
"4","Auto 3+ Person","idisc",23551,"idisctourmode3"
"5","Auto 3+ Person","idisc",0,"idisctourmode3"
"6","Auto 3+ Person","idisc",0,"idisctourmode3"
"7","Auto 3+ Person","idisc",0,"idisctourmode3"
"8","Auto 3+ Person","idisc",0,"idisctourmode3"
"9","Auto 3+ Person","idisc",0,"idisctourmode3"
"1","Walk","idisc",0,"idisctourmode4"
"10","Walk","idisc",0,"idisctourmode4"
"2","Walk","idisc",0,"idisctourmode4"
"3","Walk","idisc",0,"idisctourmode4"
"4","Walk","idisc",158245,"idisctourmode4"
"5","Walk","idisc",0,"idisctourmode4"
"6","Walk","idisc",0,"idisctourmode4"
"7","Walk","idisc",0,"idisctourmode4"
"8","Walk","idisc",0,"idisctourmode4"
"9","Walk","idisc",0,"idisctourmode4"
"1","Bike/Moped","idisc",0,"idisctourmode5"
"10","Bike/Moped","idisc",0,"idisctourmode5"
"2","Bike/Moped","idisc",0,"idisctourmode5"
"3","Bike/Moped","idisc",0,"idisctourmode5"
"4","Bike/Moped","idisc",0,"idisctourmode5"
"5","Bike/Moped","idisc",31752,"idisctourmode5"
"6","Bike/Moped","idisc",0,"idisctourmode5"
"7","Bike/Moped","idisc",0,"idisctourmode5"
"8","Bike/Moped","idisc",0,"idisctourmode5"
"9","Bike/Moped","idisc",0,"idisctourmode5"
"1","Walk-Transit","idisc",0,"idisctourmode6"
"10","Walk-Transit","idisc",0,"idisctourmode6"
"2","Walk-Transit","idisc",167620,"idisctourmode6"
"3","Walk-Transit","idisc",84085,"idisctourmode6"
"4","Walk-Transit","idisc",189227,"idisctourmode6"
"5","Walk-Transit","idisc",0,"idisctourmode6"
"6","Walk-Transit","idisc",83660,"idisctourmode6"
"7","Walk-Transit","idisc",0,"idisctourmode6"
"8","Walk-Transit","idisc",0,"idisctourmode6"
"9","Walk-Transit","idisc",10317,"idisctourmode6"
"1","PNR-Transit","idisc",0,"idisctourmode7"
"10","PNR-Transit","idisc",0,"idisctourmode7"
"2","PNR-Transit","idisc",0,"idisctourmode7"
"3","PNR-Transit","idisc",0,"idisctourmode7"
"4","PNR-Transit","idisc",0,"idisctourmode7"
"5","PNR-Transit","idisc",0,"idisctourmode7"
"6","PNR-Transit","idisc",0,"idisctourmode7"
"7","PNR-Transit","idisc",11519,"idisctourmode7"
"8","PNR-Transit","idisc",0,"idisctourmode7"
"9","PNR-Transit","idisc",62323,"idisctourmode7"
"1","KNR-Transit","idisc",0,"idisctourmode8"
"10","KNR-Transit","idisc",0,"idisctourmode8"
"2","KNR-Transit","idisc",0,"idisctourmode8"
"3","KNR-Transit","idisc",0,"idisctourmode8"
"4","KNR-Transit","idisc",0,"idisctourmode8"
"5","KNR-Transit","idisc",0,"idisctourmode8"
"6","KNR-Transit","idisc",0,"idisctourmode8"
"7","KNR-Transit","idisc",0,"idisctourmode8"
"8","KNR-Transit","idisc",21649,"idisctourmode8"
"9","KNR-Transit","idisc",81629,"idisctourmode8"
"1","School Bus","idisc",0,"idisctourmode9"
"10","School Bus","idisc",0,"idisctourmode9"
"2","School Bus","idisc",1970,"idisctourmode9"
"3","School Bus","idisc",3683,"idisctourmode9"
"4","School Bus","idisc",20450,"idisctourmode9"
"5","School Bus","idisc",0,"idisctourmode9"
"6","School Bus","idisc",0,"idisctourmode9"
"7","School Bus","idisc",0,"idisctourmode9"
"8","School Bus","idisc",0,"idisctourmode9"
"9","School Bus","idisc",14257,"idisctourmode9"
"1","Ride Hail","idisc",0,"idisctourmode10"
"10","Ride Hail","idisc",0,"idisctourmode10"
"2","Ride Hail","idisc",0,"idisctourmode10"
"3","Ride Hail","idisc",0,"idisctourmode10"
"4","Ride Hail","idisc",0,"idisctourmode10"
"5","Ride Hail","idisc",0,"idisctourmode10"
"6","Ride Hail","idisc",0,"idisctourmode10"
"7","Ride Hail","idisc",0,"idisctourmode10"
"8","Ride Hail","idisc",0,"idisctourmode10"
"9","Ride Hail","idisc",0,"idisctourmode10"
"1","Total","idisc",579959,"idiscTotal"
"10","Total","idisc",0,"idiscTotal"
"2","Total","idisc",607641,"idiscTotal"
"3","Total","idisc",363397,"idiscTotal"
"4","Total","idisc",428498,"idiscTotal"
"5","Total","idisc",31752,"idiscTotal"
"6","Total","idisc",83660,"idiscTotal"
"7","Total","idisc",11519,"idiscTotal"
"8","Total","idisc",21649,"idiscTotal"
"9","Total","idisc",168526,"idiscTotal"
"1","Auto SOV","jmain",0,"jmaintourmode1"
"10","Auto SOV","jmain",0,"jmaintourmode1"
"2","Auto SOV","jmain",0,"jmaintourmode1"
"3","Auto SOV","jmain",0,"jmaintourmode1"
"4","Auto SOV","jmain",0,"jmaintourmode1"
"5","Auto SOV","jmain",0,"jmaintourmode1"
"6","Auto SOV","jmain",0,"jmaintourmode1"
"7","Auto SOV","jmain",0,"jmaintourmode1"
"8","Auto SOV","jmain",0,"jmaintourmode1"
"9","Auto SOV","jmain",0,"jmaintourmode1"
"1","Auto 2 Person","jmain",0,"jmaintourmode2"
"10","Auto 2 Person","jmain",0,"jmaintourmode2"
"2","Auto 2 Person","jmain",322108,"jmaintourmode2"
"3","Auto 2 Person","jmain",0,"jmaintourmode2"
"4","Auto 2 Person","jmain",2104,"jmaintourmode2"
"5","Auto 2 Person","jmain",0,"jmaintourmode2"
