HH_ID,NUM_PERS,AREA
18114304,1,0
18114536,2,0
18115411,2,0
18116453,2,0
18116766,1,0
18117100,1,0
18117111,4,0
18117117,1,0
18118923,2,0
18119034,1,0
18119982,4,0
18120511,5,0
18121027,1,0
18121364,1,0
18121526,2,0
18122356,1,0
18123057,2,0
18124224,5,0
18124825,2,0
18125059,2,0
18125134,1,0
18126077,2,0
18126102,2,0
18126747,1,0
18126783,2,0
18127476,2,0
18127600,4,0
18127605,2,0
18127925,2,0
18128188,2,0
18128990,1,0
18129401,2,0
18129866,2,0
18130385,1,0
18130457,4,0
18131242,1,0
18131773,4,0
18132032,2,0
18133990,2,0
18134412,3,0
18134758,2,0
18135206,2,0
18135569,1,0
18137131,5,0
18137291,2,0
18137515,2,0
18138144,3,0
18138240,1,0
18138814,1,0
18139584,8,0
18140091,1,0
18140204,2,0
18140776,2,0
18140897,1,0
18141130,1,0
18141143,1,0
18142767,2,0
18144100,2,0
18144393,2,0
18144664,3,0
18145447,3,0
18146045,4,0
18146244,1,0
18147569,2,0
18149773,1,0
18150245,4,0
18151138,2,0
18151401,1,0
18152122,6,0
18155706,1,0
18156171,2,0
18156794,1,0
18157405,1,0
18157995,2,0
18158452,4,0
18158899,3,0
18160621,4,0
18160649,2,0
18160845,1,0
18160935,2,0
18161703,3,0
18162578,2,0
18163021,2,0
18164704,1,0
18164942,1,0
18165893,1,0
18165934,2,0
18167518,1,0
18168170,1,0
18168282,1,0
18168344,4,0
18169178,2,0
18169548,5,0
18169607,2,0
18169790,2,0
18169905,5,0
18170513,3,0
18170731,2,0
18170914,2,0
18171274,1,0
18172197,1,0
18173226,3,0
18174175,2,0
18174534,2,0
18175233,1,0
18175716,2,0
18175881,2,0
18176754,1,0
18177229,4,0
18178001,4,0
18178955,3,0
18179144,6,0
18179291,1,0
18179850,2,0
18180194,1,0
18180629,1,0
18180901,5,0
18181611,2,0
18181752,1,0
18182903,2,0
18183444,1,0
18183916,1,0
18184762,2,0
18185311,5,0
18185593,1,0
18186265,1,0
18186916,1,0
18188485,2,0
18189381,4,0
18189866,1,0
18190041,3,0
18190167,5,0
18192291,5,0
18194277,3,0
18195895,4,0
18197061,2,0
18197280,5,0
18199957,4,0
18200780,1,0
18201175,3,0
18201590,2,0
18203582,3,0
18203971,1,0
18204508,1,0
18204606,1,0
18206654,2,0
18207280,1,0
18207461,1,0
18207630,1,0
18207893,1,0
18209859,3,0
18210010,3,0
18210187,1,0
18210566,1,0
18210596,2,0
18211130,1,0
18211222,1,0
18211763,4,0
18211954,2,0
18212077,2,0
18212312,1,0
18212487,2,0
18212843,1,0
18212949,2,0
18213158,1,0
18213552,2,0
18213555,1,0
18213722,1,0
18215261,4,0
18215306,2,0
18215534,1,0
18216217,2,0
18216460,1,0
18216463,2,0
18216616,1,0
18216986,2,0
18218520,3,0
18219124,1,0
18219539,2,0
18220868,1,0
18221586,1,0
18222161,2,0
18224097,2,0
18224843,3,0
18225167,4,0
18225873,5,0
18226695,1,0
18226851,4,0
18227249,1,0
18227720,1,0
18228621,1,0
18228680,2,0
18229660,2,0
18230295,2,0
18230748,2,0
18231034,1,0
18231694,1,0
18231904,1,0
18232400,1,0
18233579,2,0
18234602,2,0
18235482,1,0
18235553,4,0
18236674,1,0
18236934,2,0
18237373,2,0
18239157,2,0
18240028,2,0
18240248,1,0
18240637,1,0
18241142,2,0
18241905,1,0
18241933,1,0
18242421,2,0
18243222,1,0
18244257,2,0
18244840,2,0
18244949,2,0
18245996,1,0
18246645,1,0
18246996,1,0
18247288,2,0
18247350,1,0
18248018,2,0
18248785,2,0
18250169,2,0
18250325,1,0
18250686,2,0
18251273,4,0
18252407,1,0
18253006,1,0
18253512,2,0
18254598,1,0
18254988,2,0
18255343,2,0
18255728,1,0
18256432,1,0
18256582,3,0
18256734,1,0
18256777,4,0
18256963,1,0
18257189,3,0
18257598,1,0
18258585,3,0
18258720,2,0
18259999,2,0
18261254,1,0
18261823,1,0
18262688,1,0
18262793,1,0
18263294,2,0
18264950,2,0
18266118,2,0
18266467,1,0
18266953,2,0
18267174,2,0
18268476,1,0
18268529,2,0
18268555,1,0
18268775,1,0
18269076,1,0
18269189,1,0
18269385,1,0
18270971,2,0
18271052,1,0
18271413,2,0
18271635,2,0
18271856,2,0
18271928,4,0
18272412,1,0
18272730,2,0
18273055,2,0
18273463,2,0
18276124,1,0
18276163,2,0
18277389,5,0
18277425,1,0
18278721,1,0
18280746,2,0
18280822,3,0
18280880,1,0
18281283,1,0
18281431,2,0
18282111,2,0
18282696,4,0
18283416,2,0
18284860,2,0
18284900,1,0
18286935,2,0
18286966,2,0
18287193,2,0
18288427,4,0
18290006,1,0
18290659,3,0
18291483,2,0
18292125,2,0
18292182,1,0
18293055,1,0
18293652,1,0
18295275,1,0
18295398,2,0
18295472,2,0
18295666,2,0
18298179,4,0
18299035,2,0
18299862,4,0
18300681,2,0
18300856,3,0
18301067,1,0
18301759,2,0
18302245,2,0
18303335,5,0
18303444,5,0
18303822,2,0
18305539,2,0
18305641,1,0
18306387,1,0
18306522,1,0
18306590,2,0
18307052,1,0
18307912,7,0
18308169,2,0
18308318,2,0
18310668,2,0
18310688,1,0
18310716,2,0
18310954,5,0
18311054,1,0
18312813,4,0
18312964,1,0
18314521,1,0
18315467,2,0
18316132,1,0
18316421,1,0
18316496,2,0
18316703,4,0
18316969,2,0
18318588,2,0
18318634,3,0
18318924,2,0
18319179,2,0
18319195,2,0
18319207,1,0
18319367,2,0
18320050,1,0
18322087,2,0
18322389,1,0
18324267,3,0
18324512,2,0
18324573,5,0
18325842,1,0
18326767,2,0
18327187,1,0
18327907,2,0
18328407,1,0
18328788,2,0
18329354,4,0
18329380,3,0
18329815,4,0
18330502,2,0
18330608,1,0
18330657,1,0
18330857,2,0
18331645,2,0
18331823,2,0
18331913,7,0
18332156,1,0
18333177,2,0
18333256,2,0
18333315,4,0
18333393,3,0
18333757,1,0
18333826,1,0
18334303,2,0
18334947,1,0
18335843,1,0
18335922,2,0
18336140,1,0
18340107,1,0
18340724,3,0
18341271,1,0
18341489,3,0
18342577,1,0
18342987,1,0
18343248,2,0
18343324,2,0
18344953,2,0
18345061,1,0
18345863,1,0
18346260,2,0
18346280,2,0
18347020,1,0
18347832,2,0
18349651,2,0
18349658,5,0
18350395,3,0
18350577,2,0
18351011,4,0
18351191,2,0
18352281,1,0
18353934,2,0
18354340,2,0
18354822,2,0
18357113,2,0
18359416,1,0
18360236,4,0
18360940,3,0
18361383,1,0
18361656,1,0
18362313,1,0
18362712,1,0
18362882,1,0
18363510,1,0
18364239,2,0
18364480,1,0
18365478,1,0
18366218,2,0
18367190,1,0
18367303,2,0
18367489,1,0
18367907,2,0
18368542,1,0
18368824,1,0
18369350,2,0
18369368,3,0
18369397,2,0
18370318,1,0
18372126,2,0
18372441,1,0
18372894,4,0
18373392,3,0
18373827,1,0
18374193,5,0
18374760,1,0
18374833,2,0
18375151,1,0
18376092,2,0
18376846,2,0
18377394,1,0
18377791,2,0
18378171,1,0
18378682,1,0
18378857,2,0
18379533,2,0
18380440,1,0
18380672,1,0
18380923,1,0
18382165,3,0
18382299,2,0
18382619,1,0
18384765,2,0
18385030,3,0
18385130,4,0
18386397,1,0
18386594,3,0
18386636,3,0
18387392,2,0
18387478,1,0
18388141,2,0
18388912,1,0
18389117,1,0
18389331,1,0
18389395,2,0
18389638,3,0
18389823,1,0
18390060,2,0
18390465,2,0
18390472,1,0
18390485,2,0
18391172,2,0
18391647,3,0
18393233,2,0
18393250,1,0
18393386,1,0
18393439,1,0
18393803,2,0
18393904,1,0
18394093,4,0
18394401,2,0
18394825,1,0
18395115,3,0
18396484,3,0
18397372,2,0
18399052,1,0
18399464,1,0
18399569,2,0
18401675,1,0
18402523,1,0
18402658,1,0
18402967,2,0
18403327,2,0
18404301,3,0
18404785,3,0
18404852,1,0
18405068,4,0
18406893,2,0
18408431,2,0
18408777,3,0
18408957,1,0
18409639,2,0
18409819,9,0
18410668,1,0
18410734,2,0
18411063,2,0
18411067,1,0
18411166,2,0
18411338,2,0
18412000,1,0
18413899,2,0
18414149,1,0
18414990,2,0
18415396,1,0
18415919,2,0
18415991,1,0
18418522,1,0
18418633,2,0
18418852,1,0
18419885,4,0
18420796,5,0
18421685,4,0
18421843,1,0
18421844,2,0
18422641,2,0
18423149,3,0
18423310,1,0
18423549,2,0
18424321,2,0
18424580,4,0
18424633,1,0
18425186,1,0
18425281,3,0
18425411,1,0
18425710,2,0
18425739,2,0
18425793,1,0
18426060,2,0
18426207,3,0
18426993,1,0
18427086,1,0
18427139,2,0
18427824,2,0
18428160,2,0
18428523,2,0
18429129,2,0
18429799,1,0
18429833,1,0
18430163,1,0
18430184,4,0
18431412,2,0
18432027,1,0
18433389,4,0
18433664,2,0
18434339,2,0
18435140,3,0
18435928,2,0
18435950,2,0
18436166,1,0
18436373,2,0
18436683,2,0
18438037,2,0
18438513,3,0
18439022,3,0
18439235,1,0
18440314,2,0
18440331,2,0
18440505,2,0
18440892,4,0
18442060,1,0
18442356,2,0
18443106,1,0
18443285,2,0
18443795,4,0
18444394,1,0
18445268,1,0
18446718,3,0
18446760,1,0
18447368,2,0
18447876,1,0
18448178,4,0
18448500,1,0
18450887,1,0
18452680,2,0
18453329,2,0
18454160,1,0
18454284,3,0
18454774,2,0
18455320,1,0
18456119,2,0
18456303,2,0
18456641,2,0
18456898,1,0
18460785,1,0
18461112,1,0
18461162,2,0
18461382,6,0
18461417,3,0
18462047,1,0
18462228,1,0
18462415,3,0
18463615,1,0
18464186,6,0
18465550,2,0
18466083,2,0
18466421,1,0
18466784,2,0
18467305,1,0
18467306,1,0
18468518,1,0
18469553,1,0
18469707,4,0
18470249,2,0
18470377,3,0
18471650,3,0
18471661,1,0
18472129,2,0
18472336,1,0
18473183,2,0
18473630,2,0
18473811,2,0
18476049,5,0
18476564,1,0
18476680,2,0
18476976,2,0
18477207,2,0
18477946,8,0
18479262,2,0
18479786,2,0
18479819,2,0
18480776,2,0
18481856,2,0
18482526,4,0
18483234,2,0
18483482,2,0
18484118,3,0
18484785,3,0
18485366,2,0
18486071,1,0
18486433,2,0
18486852,3,0
18488099,3,0
18488507,2,0
18488742,1,0
18489124,3,0
18489379,2,0
18489384,1,0
18489883,2,0
18490892,1,0
18491198,2,0
18491428,2,0
18491794,1,0
18492039,2,0
18492336,1,0
18493530,2,0
18493777,2,0
18494415,2,0
18494668,1,0
18495066,2,0
18495332,3,0
18496675,1,0
18498448,1,0
18499596,2,0
18499945,1,0
18500316,2,0
18502060,3,0
18504532,1,0
18505303,4,0
18506300,1,0
18506339,2,0
18508074,4,0
18508350,2,0
18508589,2,0
18509733,3,0
18510372,1,0
18511504,2,0
18511704,2,0
18512142,1,0
18512423,2,0
18512571,2,0
18512617,3,0
18513908,1,0
18513914,2,0
18514031,3,0
18514767,2,0
18514887,4,0
18514914,4,0
18517515,1,0
18517892,1,0
18518449,3,0
18519021,1,0
18519129,2,0
18519473,2,0
18519485,2,0
18520776,2,0
18521768,1,0
18522241,4,0
18522415,1,0
18522474,1,0
18522562,3,0
18524882,2,0
18525638,1,0
18526568,6,0
18527339,5,0
18528260,1,0
18528392,1,0
18528673,3,0
18528843,2,0
18529548,2,0
18529629,1,0
18530217,3,0
18530472,2,0
18530674,4,0
18530936,1,0
18531252,2,0
18531304,4,0
18531519,1,0
18533471,2,0
18533777,1,0
18534193,1,0
18534797,1,0
18535299,2,0
18536232,2,0
18536668,4,0
18536687,2,0
18536930,1,0
18537105,2,0
18537194,1,0
18537475,2,0
18537949,4,0
18538332,2,0
18538790,2,0
18539147,2,0
18539223,1,0
18540077,1,0
18540314,3,0
18540566,5,0
18540738,4,0
18541588,2,0
18541652,2,0
18542378,2,0
18543221,2,0
18543318,3,0
18543384,2,0
18544031,1,0
18544183,3,0
18544333,1,0
18544434,2,0
18544467,3,0
18545422,2,0
18545482,2,0
18546054,1,0
18546175,1,0
18546548,1,0
18546921,4,0
18547052,5,0
18547880,1,0
18548524,1,0
18548795,1,0
18548989,2,0
18549990,3,0
18550132,3,0
18553388,3,0
18553907,2,0
18554120,1,0
18554208,1,0
18555440,1,0
18555998,1,0
18557125,2,0
18557335,4,0
18557488,1,0
18557804,1,0
18558235,8,0
18558381,2,0
18559897,1,0
18560224,1,0
18560408,2,0
18560509,3,0
18560669,1,0
18560953,2,0
18561145,2,0
18561826,4,0
18562121,1,0
18563594,2,0
18563636,1,0
18564440,2,0
18565615,3,0
18566381,4,0
18566536,1,0
18566680,2,0
18567880,2,0
18568831,1,0
18569760,2,0
18572758,4,0
18573179,2,0
18573953,2,0
18573979,1,0
18574526,1,0
18576587,1,0
18576958,1,0
18579395,1,0
18580197,2,0
18580605,3,0
18581102,1,0
18582265,4,0
18582465,1,0
18582595,1,0
18582773,2,0
18583933,1,0
18584320,2,0
18584405,4,0
18584753,1,0
18585389,2,0
18586345,3,0
18588284,3,0
18588491,2,0
18589274,1,0
18590151,1,0
18590158,1,0
18590499,2,0
18590560,5,0
18590643,4,0
18590713,4,0
18590805,1,0
18591390,1,0
18592334,5,0
18593478,3,0
18593754,1,0
18594937,1,0
18595133,4,0
18595453,4,0
18595717,4,0
18596276,1,0
18599066,2,0
18599235,4,0
18599500,1,0
18601162,1,0
18601634,4,0
18602579,3,0
18602899,2,0
18603402,1,0
18603491,2,0
18605529,1,0
18606671,5,0
18607214,3,0
18607329,1,0
18607421,2,0
18607456,2,0
18607664,2,0
18608086,1,0
18608853,3,0
18610589,1,0
18611696,3,0
18612264,2,0
18613263,2,0
18614139,3,0
18615515,2,0
18615941,4,0
18616158,2,0
18616395,1,0
18616543,1,0
18617867,1,0
18617879,2,0
18618715,2,0
18618866,4,0
18619273,1,0
18620278,2,0
18620685,2,0
18620718,1,0
18621030,3,0
18621031,4,0
18621375,1,0
18621580,2,0
18621889,1,0
18622011,2,0
18622414,1,0
18622741,2,0
18622779,2,0
18623729,1,0
18624377,1,0
18625273,2,0
18626413,3,0
18626636,4,0
18628401,4,0
18628966,1,0
18629377,1,0
18629751,2,0
